"text","text_en","cmp_code","eu_code"
"Greens Policy Snapshots for the 2007 Federal Election",NA,NA,NA
"Climate Change and Clean Energy",NA,NA,NA
"The Greens have recognised that climate change is serious and urgent for more than a decade, but governments and industry are yet to take real action.",NA,"501",NA
"If global warming of 2°C above pre-industrial levels occurs the impacts will be too severe and the risks of runaway climate change too great.",NA,"501",NA
"Urgent action to stop the growth in greenhouse gas emissions must start now.",NA,"501",NA
"The Greens recognise that energy efficiency and renewable energy options present huge opportunities to create new jobs",NA,"408",NA
"and export dollars in clean technologies.",NA,"410",NA
"The Greens will:",NA,NA,NA
"· Base all climate policy on constraining global warming to less than 2°C",NA,"501",NA
"· Introduce binding, science-based targets to reduce emissions by 30% below 1990 levels by 2020 and 80% by 2050",NA,"501",NA
"· Put a price on carbon",NA,"501",NA
"· Introduce energy efficiency targets and standards for appliances, buildings and infrastructure",NA,"501",NA
"· Significantly increase renewable energy production by boosting the current 2% target to 15% of our electricity by 2012 and 25% by 2020",NA,"416",NA
"· Provide a long-term price guarantee for renewably produced electricity",NA,"416",NA
"· Redirect massive subsidies for fossil fuels to renewable energy and energy efficiency",NA,"416",NA
"· Plan to help coal communities move to sustainable industries as coal use and exports are phased out.",NA,"416",NA
"· End logging of our old growth and high conservation value forest carbon stores",NA,"501",NA
"· Ratify the Kyoto Protocol, and lead the negotiation of a strong, legally binding second phase.",NA,"501",NA
"Nuclear is No Solution",NA,NA,NA
"The Greens are the only parliamentary party opposed to all aspects of the nuclear industry.",NA,"501",NA
"Nuclear power is directly linked to the proliferation of nuclear weapons.",NA,"105",NA
"Future generations must not be burdened with its toxic waste for which there is no safe disposal.",NA,"501",NA
"When renewable energy and energy efficiency can reduce emissions faster and cheaper, nuclear power is just a dangerous distraction.",NA,"501",NA
"The Greens will end the mining and export of uranium",NA,"501",NA
"and oppose the establishment of nuclear power plants, nuclear fuel processing, enrichment facilities and radioactive waste dumps.",NA,"501",NA
"Fair Workplaces",NA,NA,NA
"The Howard Government’s WorkChoices regime is extreme and unfair.",NA,"503",NA
"WorkChoices makes life tougher for working families,",NA,"701",NA
"makes it harder for young workers to get ahead",NA,"706",NA
"and increases the pay gap for working women.",NA,"706",NA
"The Greens believe in creating a fair and equitable industrial relations system",NA,"503",NA
"which protects the internationally recognised rights of all workers.",NA,"701",NA
"The Greens are committed to restoring the work/life balance which is under increasing pressure for so many Australians.",NA,"701",NA
"The Greens will:",NA,NA,NA
"· Repeal the federal WorkChoices legislation in its entirety",NA,"701",NA
"· Abolish Australian Workplace Agreements and guarantee the right to collectively bargain",NA,"701",NA
"· Establish a strong expanded safety net of minimum conditions, and restore the award system",NA,"701",NA
"and restore the award system",NA,"701",NA
"· Provide universal access to unfair dismissal laws",NA,"701",NA
"· Return conciliation and arbitration powers (including setting minimum wages) to the independent Australian Industrial Relations Commission",NA,"405",NA
"· Protect the rights of employees to take industrial action and protect legitimate union activity",NA,"701",NA
"and protect legitimate union activity",NA,"701",NA
"· Introduce national industrial manslaughter laws.",NA,"701",NA
"Family and Community Life",NA,NA,NA
"Working people are finding it increasingly difficult to balance work with family, care and community responsibilities.",NA,"701",NA
"We are in danger of sacrificing our quality of life and becoming a less caring and friendly community.",NA,"606",NA
"The Greens are concerned with the happiness and well-being of all Australians,",NA,"503",NA
"and are committed to introducing laws and policies that support balanced lives.",NA,"701",NA
"We believe that accessible, affordable, high-quality childcare is essential for supporting family and community life.",NA,"504",NA
"The Greens will:",NA,NA,NA
"· Provide a government funded parental leave scheme based on 18 weeks of paid leave and 34 weeks of unpaid leave",NA,"504",NA
"· Introduce a right to flexible working hours for caring responsibilities, including a right to return to work part-time after parental leave",NA,"701",NA
"· Increase childcare payments to low and middle income families",NA,"504",NA
"· Replace the Child Care Tax rebate with a Child Care Benefit Guarantee",NA,"504",NA
"· Prioritise funding of community based not-for-profit childcare centres",NA,"504",NA
"· Provide incentives for workplaces to offer not-for-profit childcare in-house",NA,"504",NA
"· Provide greater support and assistance to family carers.",NA,"504",NA
"Environment",NA,NA,NA
"Protecting our environment and conserving the diversity of life are essential for the wellbeing of all life on Earth.",NA,"501",NA
"Habitat loss and fragmentation, together with the spread of invasive species, pose serious threats.",NA,"501",NA
"Loss of this biodiversity makes our ecosystems less resilient to climate change.",NA,"501",NA
"The Greens have a long-term commitment to protecting our environment.",NA,"501",NA
"We take a comprehensive approach to conservation that recognises the interconnectedness of land and marine ecosystems.",NA,"501",NA
"The Greens will:",NA,NA,NA
"· End broad-scale land-clearing and clearing of remnant vegetation",NA,"501",NA
"· Fund and enforce recovery plans for threatened and endangered species",NA,"501",NA
