"text","text_en","cmp_code","eu_code"
"Investing in our schools and TAFEs: opportunity, equity and innovation",NA,"H",NA
"Labor wants your child to be given the same chance to succeed at school as any other child in the country.",NA,"503",NA
"So our policy is school funding should go where it is most needed — to ensure the best education outcome for all Australian kids.",NA,"506",NA
"POSITIVE POLICY",NA,"H",NA
"Your Child. Our Future. Full Gonski And More. Needs Based School Funding.",NA,"H",NA
"Improving education is the key to opportunity, to innovation and to the future economic and social prosperity of our nation.",NA,"H",NA
"No matter what their background, no matter where they live - city, suburb or in the regions – no matter what type of school they go to – Government, Catholic or Independent, Labor wants every child to have the same chance of succeeding at school, and in life, as any other child in the country.",NA,"503",NA
"Additional school funding is an investment, and we want to see the best possible return for every student, and as a country.",NA,"506",NA
"Labor is putting education at the centre of our positive program for government.",NA,"506",NA
"For the Prime Minister to talk about innovation while he is cutting funding to schools, TAFE and universities is just that – nothing but talk.",NA,"506",NA
"Labor’s education plan will drive innovation and opportunity by improving education outcomes for all Australian students.",NA,"506",NA
"Your Child.",NA,"506",NA
"Our Future will put needs-based funding permanently at the heart of our school system – so every student in every school will get the support they need to achieve their best.",NA,"506",NA
"Labor’s plan will deliver: More one-on-one support and attention for every student",NA,"506",NA
"Early intervention programs in every school, so that students don’t fall behind",NA,"506",NA
"Remedial literacy and numeracy support in every school",NA,"506",NA
"Extension classes to challenge students that are excelling in class",NA,"506",NA
"Increased Year 12 completion through more alternative and vocational pathways, so all students leave school with the skills they need for jobs in the modern economy",NA,"411",NA
"Access to specialist allied health support – like speech and occupational therapists",NA,"504",NA
"A focus on evidence based teaching and learning to make sure our schools do more of what works, and less of what doesn’t",NA,"506",NA
"More subject choices",NA,"506",NA
"More extra-curricular activities",NA,"506",NA
"The choice is simple: Labor believes in investing in every Australian student to give them the opportunity to reach their potential, the Liberals will just continue with a broken and unfair system that leaves most Australian kids unprepared for the future.",NA,"506",NA
"Where they are being properly delivered, needs-based school reforms are already making a big difference in our classrooms – improving results and changing lives.",NA,"506",NA
"They are simply too important to abandon.",NA,"506",NA
"To deliver an education system that provides students with the skills they need for the jobs of the future, Labor will implement the Gonski agreements on time and in full and reverse Malcolm Turnbull’s cuts.",NA,"506",NA
"POSITIVE POLICY",NA,"H",NA
"Your Child. Our Future: Support for Students with Disability",NA,"H",NA
"Better Support For Students With Disability and Additional Learning Needs",NA,"H",NA
"All students – including students with disability – deserve a great education.",NA,"506",NA
"When students with disability do not have the right support, it not only impacts their learning, but can make it difficult for teachers to meet the needs of the class as a whole.",NA,"506",NA
"A Shorten Labor Government will deliver better support for students with disability, so they can reach their potential and succeed at school.",NA,"506",NA
"The Your Child. Our Future plan will provide $570 million in additional support for students with disability and additional learning needs by 2019, compared to the Liberals.",NA,"506",NA
"This will make a real difference, and will mean more allied health support – such as speech pathologists or occupational therapists, more individual attention, and more early intervention.",NA,"504",NA
"Autism Hubs and Dyslexia-Friendly Schools",NA,"H",NA
"Labor’s plan will build the capacity of schools to meet individual student needs, including through establishing Autism Hubs in each State and Territory.",NA,"506",NA
"Autism Hubs will provide advice on the most effective and inclusive ways to help students with autism, deliver professional development and in-class coaching for teachers, as well as link parents and families to health and specialist services in the community.",NA,"506",NA
"A network of Dyslexia Friendly Schools will be created across Australia, with participating schools certified for their capacity to deliver best-practice programs in inclusive education.",NA,"506",NA
"Tackling bullying",NA,"H",NA
"No-one deserves to be bullied and to miss out on educational opportunities because they are different.",NA,"506",NA
"Students with disability are up to three times more likely to be bullied than their peers.",NA,"506",NA
"Labor will establish a national approach to reducing the bullying of students with disability, and will make sure every school has anti-bullying strategies in place that protect students with disability.",NA,"506",NA
"School upgrades and learning technology",NA,"H",NA
"Labor’s plan will ensure more students with disability will get the chance to participate fully in learning and school activities, by supporting school communities so they can purchase assistive technology and improve school buildings.",NA,"506",NA
"Labor will invest $30 million so that from 2017: At least 3,000 grants of up to $5,000 will be available for schools to invest in equipment and technology to support learning for students with disability.",NA,"506",NA
"At least 500 grants of up to $30,000 will be available for minor capital works so students can access school facilities and be properly included in school activities.",NA,"506",NA
"Boosting teacher skills and the curriculum",NA,"H",NA
"More teachers will be supported to become experts in supporting students with disability and extra learning needs, with Labor investing $40 million for up to 2,000 teachers to complete a Masters in Inclusive Education.",NA,"506",NA
"The development of a new curriculum for students with disability will be fast-tracked so students with disability get the same learning opportunities as their peers.",NA,"506",NA
"POSITIVE POLICY",NA,"H",NA
"Your Child, Our Future. Non-Govt School funding support",NA,"H",NA
"Labor has announced that as part of the “Your Child. Our Future” plan, a Labor Government will provide $82 million to Independent schools associations and Catholic education commissions for the duration of the original six-year Gonski agreements.",NA,"506",NA
"This means an additional two years of funding, and honours the agreements Labor entered into with the non-government schools sectors.",NA,"506",NA
"This will be called the Teaching and Learning Support Program.",NA,"506",NA
"The funding will allow the non-government school associations to continue important work to implement the Gonski reforms such as: Provide better coaching for teachers",NA,"506",NA
"Establishing centres of excellence for the teaching of STEM",NA,"411",NA
"Employing School Leadership Consultants – to work with principals to make sure schools have a school improvement agenda in place to lift student outcomes",NA,"506",NA
"Supporting schools to implement the Australian Curriculum;",NA,"506",NA
"Best practice professional development to support Indigenous Independent Schools",NA,"607.3",NA
"Of course, we will expect transparency and accountability for this funding – with clear links to improved teaching and learning.",NA,"506",NA
"POSITIVE POLICY",NA,"H",NA
"More Affordable Child Care",NA,"H",NA
"A Shorten Labor Government will deliver child care support that is fairer and will make early education and care more affordable for families.",NA,"506",NA
"Our package will give parents the early education and care relief they need now – from 1 January 2017.",NA,"506",NA
"Under Labor’s plan: Low and middle income families will benefit from an increase to the Child Care Benefit of 15 per cent.",NA,"504",NA
"Every one of the 813,000 families that rely on the Child Care Benefit will be better off – an increase up to $31 per child per week, or up to $1,627 per year, will provide much needed relief for the family budget.",NA,"504",NA
"The annual cap on the Child Care Rebate will be increased from $7,500 to $10,000 per child, leaving families up to $2,500 per child per year better off.",NA,"504",NA
"107,800 families who would otherwise reach the Child Care Rebate cap this financial year won’t have to choose between paying double fees, or dropping out of the workforce.",NA,"504",NA
"Labor’s plan will take pressure off the family budget, help grow the economy by keeping more parents in work and ensure that all children continue to have access to two days of vital early education.",NA,"504",NA
"Better early education and care is essential to a growing economy – in the short-term and the long-term.",NA,"506",NA
"It’s central to Labor’s plan for fairer growth, real jobs and greater opportunities.",NA,"404",NA
"Families who rely on early education and care need a better deal now - and that's what Labor will deliver.",NA,"504",NA
"Labor’s plan also includes: Cracking down on unjustified price increases – New transparency and accountability standards, along with extra powers to investigate unjustified price increases and stop price gouging.",NA,"403",NA
"Supporting flexible Family Day Care – Investing an additional $50 million to support improvements to the Family Day Care system, including flexible options for families and enhancing the education, investigation and compliance programs.",NA,"506",NA
"Better services for Indigenous children and children in remote areas –Increasing support for children in Budget Base Funded Services by 15 per cent, in line with the increase to the Child Care Benefit.",NA,"607.3",NA
"Valuing our early education workforce - $150 million investment towards developing the early education workforce – developing a new Early Years’ Workforce Strategy, and establishing a national Educator Professional Development Program.",NA,"701",NA
"Labor will also make submissions to the Fair Work Commission proceedings in support of professional wages for early childhood educators.",NA,"701",NA
"Before the last election, the Liberals promised to make child care more affordable for Australian families.",NA,"504",NA
"But over the last three years, child care fees have increased by over 20 per cent, and out-of-pocket costs have gone up.",NA,"504",NA
"According to research by the ANU’s Centre for Social Research and Methods, one in three families would be worse off under the Liberals’ proposed child care changes.",NA,"504",NA
"Families won’t be worse off under Labor’s changes.",NA,"504",NA
"In government, Labor will not proceed with the Liberals’ child care changes in their current form, because of the number of families that will be worse off, the unfair activity test and the impact on vulnerable children.",NA,"504",NA
"While we work with experts and the sector to formalise the very best long-term reforms, Labor recognises that families need action and support now – they should not have to wait any longer.",NA,"504",NA
"Labor has a proud history of early education reform, and we are driven to build on this platform.",NA,"506",NA
"Early education and care isn’t a form of babysitting – it is critical for parent’s workforce participation and for children’s development.",NA,"506",NA
"Only Labor will put families first.",NA,"506",NA
"POSITIVE POLICY",NA,"H",NA
"A Stronger Vocational Education & Training Sector",NA,"H",NA
"A Shorten Labor Government will undertake a comprehensive National Vocational Education and Training Sector Review to build a stronger VET sector and weed out dodgy providers and student rip-offs.",NA,"411",NA
"Despite its importance to Australia’s social and economic future, Australia’s VET sector is at a crossroads.",NA,"411",NA
"Costs are increasing but quality is declining, particularly in private courses and states which have experienced funding reductions.",NA,"411",NA
"Labor’s review will ensure the VET sector is properly equipped to train Australians for the jobs of the future, proper standards are enforced and the central role of our public TAFE system is recognised.",NA,"411",NA
"Our national skills and training sector used to be the envy of the world – since the election of the Liberal Government it has been significantly damaged by shonks and sharks ripping off vulnerable people.",NA,"411",NA
"People’s livelihoods are being destroyed – and their job prospects ruined.",NA,"701",NA
"It is a disgrace – and action must be taken.",NA,"411",NA
"Having a strong VET sector is an important part of Labor’s plan to tackle inequality.",NA,"411",NA
"The vocational education and training sector deserves a comprehensive, evidence-based approach to policy-making to ensure it is fit for the critical task of preparing Australians for the jobs of the future.",NA,"411",NA
"While schools and universities have had full reviews into funding with the Gonski and Bradley reviews – the vocational education and training sector has been left behind.",NA,"411",NA
"The sector has not undergone a full review since the Kangan Report in 1974.",NA,"411",NA
"It is time for a full review of the operation of the sector including quality, funding and access.",NA,"411",NA
"As new jobs emerge and existing industries go through extensive restructuring the nation will rely on an effective, quality vocational sector to provide the qualifications to enable people to enter the workforce, upskill or retrain.",NA,"411",NA
"Billions of dollars have been wasted due to the Liberals refusal to act on the escalating VET FEE-HELP crisis with VET FEE-HELP loans escalating from $699 million in 2013 to $1.7 billion in 2014 and is expected to have blown out to over $3 billion for 2015.",NA,"411",NA
"To date, Labor has put forward a number of plans to guarantee funding for TAFE and to implement strong and sensible measures to stop the shonks and sharks in the private sector.",NA,"411",NA
"This adds to the announcement last year that a Shorten Labor Government would guarantee TAFE funding into the future by working with Premiers and Chief Ministers on a comprehensive National Priority Plan that defines the role of TAFE and places it squarely as the public provider within the VET sector.",NA,"411",NA
"There is abundant evidence that the vocational training sector must be underpinned by a dominant and viable public provider.",NA,"411",NA
"Labor is committed to protecting the reputation of the sector, prioritising the outcomes for students and meeting the national need for a well-trained workforce into the future.",NA,"411",NA
"POSITIVE POLICY",NA,"H",NA
"Computer Coding For Every School",NA,"H",NA
"Labor believes that coding is the literacy of the 21st Century, and every young Australian should be able to read and write the global language of the digital age.",NA,"411",NA
"Digital proficiency will be a foundation skill, as important as reading and numeracy.",NA,"411",NA
"It will increasingly determine Australians employment prospects and the opportunities available to them in the workplace.",NA,"411",NA
"The Australian Workforce Productivity Agency predicts that in 2025 there could be an undersupply of qualifications for key ICT occupations, with employment projected to grow between 64 and 72 per cent faster than overall employment growth, and account for around 5 per cent of all employment in 2025.",NA,"411",NA
"Australia needs to elevate technology to the status of literacy and numeracy in the National Curriculum so that it is taught from the beginning of formal learning by a more coding-literate teaching workforce.",NA,"411",NA
"That’s why a Labor Government will ensure that computer programming and digital technologies – coding – is taught in every primary and secondary Australian school, by a teacher who has had the opportunity to receive training in coding.",NA,"411",NA
