"text","text_en","cmp_code","eu_code"
"Federal Labor Campaign Launch Speech - 14th November 2007",NA,NA,NA
"Kevin Rudd Campaign launch speech — Brisbane",NA,NA,NA
"November 14, 2007",NA,NA,NA
"Welcome to my home state of Queensland.",NA,NA,NA
"Welcome to my home town of Brisbane.",NA,NA,NA
"And welcome to my local community here on Brisbane’s southside.",NA,NA,NA
"It is great to be among people who are passionate about our country’s future.",NA,NA,NA
"On November 24, Australians will face a stark choice: a choice between the future and the past.",NA,"305",NA
"Today the case I put before the Australian people is that if we are to secure the future for our families, for our communities and for our nation - the government of Australia must now change.",NA,"305",NA
"After 11 years, Mr Howard has lost touch with working families.",NA,"603",NA
"He has become so used to being in office that he no longer understands what fairness actually means.",NA,"503",NA
"After 11 years Mr Howard has become stuck in the past.",NA,"305",NA
"He simply doesn’t understand the new challenges that we face in the future.",NA,"305",NA
"The challenges of climate change and water.",NA,"416",NA
"The challenges of the digital economy.",NA,"411",NA
"The challenge of the rise of China and India.",NA,"107",NA
"The challenge to fix our hospitals, once and for all.",NA,"504",NA
"And above all, the challenge to transform our education system.",NA,"506",NA
"Mr Howard has no plans for the future because he’s not going to be there to deal with the challenges of the future.",NA,"305",NA
"It’s official — Mr Howard’s retiring.",NA,"305",NA
"And we all know that Mr Howard’s chosen replacement Mr Costello wants to take WorkChoices even further.",NA,"701",NA
"The way forward for Australia is to elect a new Prime Minister and a new government with fresh ideas to meet the challenges of the future.",NA,"305",NA
"A new Prime Minister and a new government who understand and respect the values upon which our nation has been built.",NA,"601",NA
"Values of decency.",NA,"603",NA
"Values of fairness.",NA,"503",NA
"Values of respect.",NA,"603",NA
"A new Prime Minister and a new government who believe that the great Australian value of a fair go for all has a future — and not just a past.",NA,"503",NA
"Friends, Australians are a decent people.",NA,"601",NA
"We don’t ask for a whole lot.",NA,"601",NA
"We want to have incentive to go out there and innovate, to build new businesses, to build our families and to build our lives.",NA,"402",NA
"We’re competitive, hard working and independent.",NA,"401",NA
"But also want a workplace where everybody gets a fair go — not just so me.",NA,"503",NA
"Australians are a decent people — but Mr Howard’s WorkChoices laws are not decent laws.",NA,"305",NA
"Mr Howard claims he was upfront with the Australian people before the last election about how he would change our workplace laws if he won.",NA,"202",NA
"Mr Howard is just not being fair dinkum.",NA,"202",NA
"· When did Mr Howard tell working families they would be put on AWAs or lose basic rights to penalty rates, overtime, shift allowances and redundancy pay without any right to compensation?",NA,"701",NA
"· He never did.",NA,"305",NA
"· When did Mr Howard tell families that their kids and grandkids would be left to negotiate their wages and conditions on their own with their boss under these new, unfair AWAs?",NA,"701",NA
"· He never did.",NA,"305",NA
"· When did Mr Howard say he would remove the no disadvantage test so that wages could be lowered?",NA,"701",NA
"· He never did.",NA,"305",NA
"In bringing in these extreme industrial relations laws, Mr Howard betrayed the trust working families placed in him at the last election.",NA,"305",NA
"Mr Howard lacked the decency to even mention WorkChoices at all during his 4,400 word policy speech on Monday.",NA,"305",NA
"WorkChoices has become the industrial relations law that now dare not speak its name.",NA,"305",NA
"WorkChoices embodies so much of the differences between the values of our party and those of our opponents.",NA,"305",NA
"We believe in rewarding hard work, achievement and success.",NA,"402",NA
"We believe in protecting those who can’t stand up for themselves.",NA,"503",NA
"We believe in a decent safety net and a decent standard of living for all working families.",NA,"503",NA
"We believe in helping those who fall on hard times.",NA,"503",NA
"Helping people like Bernie Banton and his struggle to get justice for working families who have done it tough.",NA,"503",NA
"But WorkChoices under mines all these values.",NA,"503",NA
"WorkChoices is an assault on all these values.",NA,"503",NA
"WorkChoices says ‘go out’, ‘fend for yourself’, ‘you’re on your own’.",NA,"606",NA
"Growing up in country Queensland, I saw what happens when people don’t have a decent safety net.",NA,"504",NA
"When I grew up, we were taught the value of community — looking out for one another when times are tough.",NA,"606",NA
"That doesn’t seem to matter to Mr Howard.",NA,"606",NA
"He is happy to see the fair go disappear out the back door.",NA,"503",NA
"To me, WorkChoices is just plain wrong.",NA,"305",NA
"That’s why on November 24 we must say no to Mr Howard’s WorkChoices laws.",NA,"701",NA
"If elected, we will abolish WorkChoices.",NA,"701",NA
"If elected, we will abolish AWAs.",NA,"701",NA
"And if elected, we will ensure flexibility and fairness at work.",NA,"305",NA
"Friends, you can’t have a plan for Australia’s future if you have lost sight of such basic Australian values.",NA,"601",NA
"Mr Howard’s government has lost touch with working families.",NA,"305",NA
"After so long in office, Mr Howard has forgotten what fairness actually means.",NA,"305",NA
"Mr Howard says “working families in Australia have never been better off”.",NA,"305",NA
"Mr Costello says there is no housing affordability crisis.",NA,"305",NA
"Mr Brough says there is no childcare affordability crisis.",NA,"305",NA
"How out of touch can you get?",NA,"305",NA
"For Labor, fairness is in our DNA.",NA,"503",NA
"We understand that working families are under financial pressure and they need every bit of help we can offer.",NA,"603",NA
"That’s why we have also put forward a national housing affordability strategy — so that we can keep alive the great Australian dream of one day owning your own home.",NA,"401",NA
"· We have put forward policies to help with the family budget.",NA,"603",NA
"· We will increase the Childcare Tax Rebate to 50 per cent.",NA,"504",NA
"· We will introduce a 50 per cent Education Tax Refund.",NA,"506",NA
"· We will extend dental care to teenagers through the Medicare system.",NA,"504",NA
"· We will establish a Petrol Price Commissioner",NA,"403",NA
"and a national inquiry into grocery prices to make sure working families aren’t ripped off.",NA,"403",NA
"None of these represent a silver bullet.",NA,"603",NA
"But they do offer practical help to working families under financial pressure.",NA,"603",NA
"Financial pressures which Mr Howard no longer understands.",NA,"305",NA
"Friends, Australia needs new leadership with fresh ideas for the future.",NA,"305",NA
"With barely a week to go of this election campaign, Mr Howard’s government has put forward no new ideas for the future.",NA,"305",NA
"It has run out ideas.",NA,"305",NA
"It has run out of energy.",NA,"305",NA
"And it has run out of time.",NA,"305",NA
"I am offering new leadership with a plan for the future - Mr Howard is offering no leadership, other than a plan to retire and handover to Peter Costello.",NA,"305",NA
"At Mr Howard’s policy launch on Monday there was nothing on climate change.",NA,"501",NA
"Nothing on water.",NA,"501",NA
"Nothing on hospitals.",NA,"504",NA
"Nothing on infrastructure.",NA,"411",NA
"And whatever amount of money Mr Howard may yet throw at these long standing challenges over the next ten days, it just not going to be real.",NA,"305",NA
"The truth is, it’s all just too late to be believable.",NA,"305",NA
"Remarkably as interest rates rose yet again last week, we now find Mr Howard running up the white flag on inflation, and running up a huge bill in a desperate bid to get re-elected.",NA,"414",NA
"A bill he is happy to leave for us all to pay — once he heads off into retirement.",NA,"305",NA
"Monday’s feeding frenzy of expenditure would actually make inflationary pressures worse.",NA,"414",NA
"Mr Howard spent nearly $10 billion on Monday.",NA,"414",NA
"Trying to buy his way out of political trouble.",NA,"305",NA
"And he did so little more than an hour after the Reserve Bank of Australia issued its monetary policy statement warning of rising inflationary pressures.",NA,"414",NA
"How irresponsible can you get?",NA,"305",NA
"Mr Howard has already presided over ten interest rate rises in a row.",NA,"305",NA
"Six interest rate rises since the last election when he promised working families they would remain at record lows.",NA,"305",NA
"A broken promise now costing first homebuyers nearly $3000 a year more on an average mortgage.",NA,"305",NA
"He has ignored 20 separate Reserve Bank warnings on Australia’s skills shortages and infrastructure bottlenecks.",NA,"411",NA
"And now with this latest irresponsible and desperate pre-election splurge, Mr Howard is putting his own interests ahead of working families by risking further increases in their mortgage rates.",NA,"305",NA
"I have no intention today of repeating Mr Howard’s irresponsible spending spree.",NA,"414",NA
"· Unlike Mr Howard, I will heed the warnings of the Reserve Bank.",NA,"414",NA
"· Unlike Mr Howard, I will not place in jeopardy households already struggling with mortgages.",NA,"603",NA
"· Unlike Mr Howard, I don’t stand before you with a bag full of irresponsible promises that could put upward pressure on inflation.",NA,"414",NA
"Today I am saying loud and clear that this sort of reckless spending must stop.",NA,"414",NA
"I am determined that any commitments I make are first and foremost economically responsible.",NA,"414",NA
"That’s why the commitments I announce today will cost less than one quarter of those Mr Howard announced on Monday.",NA,"414",NA
"Furthermore, the commitments I am making today are exclusively directed at tackling the skills shortage, tackling infrastructure bottlenecks and acting on Australia’s environmental and economic challenges.",NA,"414",NA
"I have said I will spend less than Mr Howard. I have said I will not match his spending dollar for dollar.",NA,"414",NA
"And I have said I am an economic conservative.",NA,"414",NA
"Today, I deliver on each of these undertakings.",NA,"414",NA
"Mounting inflation and rising interest rates are a scourge on working families.",NA,"414",NA
"And I believe governments must do everything in their power to place downward pressure on inflation and protect family budgets from rising interest rates.",NA,"414",NA
"Because family budgets right around Australia are already under pressure from WorkChoices.",NA,"701",NA
"Of course, Mr Howard will continue his fear campaign on interest rates — while always forgetting to remind us that interest rates hit 22 per cent when he was Treasurer during the 1980s.",NA,"305",NA
"We’ve learnt from the experiences of the 1980s.",NA,"305",NA
"But it seems from Mr Howard’s irresponsible spendathon on Monday he has now forgotten them.",NA,"305",NA
"It is not just that Mr Howard has no plan to fight inflation.",NA,"305",NA
"He has failed to advance any credible plan to deal with the future challenges our nation now confronts.",NA,"305",NA
"On hospitals, we have put forward a national plan to end the buck-passing between Canberra and the States.",NA,"302",NA
"I have a long-term plan to fix our nation’s hospitals.",NA,"305",NA
"I will be responsible for implementing my plan, and I state this with absolute clarity: the buck will stop with me.",NA,"305",NA
"Mr Howard, by contrast, has put forward no new plan.",NA,"305",NA
"He prefers to continue buck-passing to the States, instead of taking responsibility for fixing the system.",NA,"305",NA
"Australians are fed up with this tired, old game.",NA,"305",NA
"Australians want a long term solution for our hospitals.",NA,"305",NA
"They are sick and tired of short term excuses for not fixing our hospitals.",NA,"305",NA
"· We will deliver 2,000 extra aged care beds to take the pressure off acute hospital beds.",NA,"504",NA
"· GP SuperClinics around Australia to take the pressure of accident and emergency departments.",NA,"504",NA
