"text","text_en","cmp_code","eu_code"
"What the next election is all about.",NA,"000",NA
"The question that should still be asked of Labor is:",NA,"000",NA
"“What do you really stand for, and what can you actually deliver?”",NA,"000",NA
"This will be the key question in the forthcoming election.",NA,"000",NA
"Why?",NA,"000",NA
"Because Australians need a government with the capability and conviction to deliver on its promises.",NA,"305",NA
"The Coalition is determined to offer a clear alternative to the Australian people.",NA,"305",NA
"And this Action Contract is my firm commitment to take real action and to deliver on our promises.",NA,"305",NA
"If you support real action, vote for the Coalition and that’s what you’ll get.",NA,"305",NA
"This document contains my Contract for real action for Australia.",NA,"305",NA
"It comprises 12 realistic, modest and prudent election commitments that are achievable and deliverable over the next three years.",NA,"305",NA
"I guarantee to take real action to deliver on these commitments because I believe that actions speak far louder than gestures, words and stunts.",NA,"305",NA
"The Coalition will deliver on these commitments.",NA,"305",NA
"Restore the budget surplus within three years and start paying labor’s debt",NA,"414",NA
"This will put downward pressure on interest rates and protect our standard of living.",NA,"414",NA
"It will help to ensure that current and future generations of Australians will not be burdened by unnecessary debt and unnecessarily high debt interest payments.",NA,"414",NA
"End labor’s waste",NA,"414",NA
"and restore cabinet government",NA,"203",NA
"Labor has wasted too much taxpayers’ money.",NA,"414",NA
"The Coalition won’t repeat Labor’s disastrous ‘pink batts’ program.",NA,"414",NA
"The Coalition will also stop the billions of dollars being wasted through the ‘school halls’ program, and cut spending on government advertising.",NA,"414",NA
"Bad processes produce bad decisions.",NA,"000",NA
"Unlike Labor where decisions are made without proper process or consultation, the Coalition will restore the decision-making processes of Cabinet to restore integrity to government decision-making.",NA,"305",NA
"Reject labor’s massive new mining tax and other taxes that hurt productivity",NA,"402",NA
"This will help maintain Australia’s competitiveness in the global marketplace.",NA,"410",NA
"It will deliver long-term security to businesses and their employees who have long been in the engine room of Australia’s strong economic growth and prosperity.",NA,"410",NA
"End government discrimination against small business",NA,"402",NA
"The Coalition will ensure more government work for small businesses and introduce new rules to ensure the government pays its bills to small business on time.",NA,"402",NA
"This will give small business the opportunity to grow and employ more Australians.",NA,"402",NA
"Enforce strict border security and control",NA,"406",NA
"The Coalition will maintain rigorous offshore processing of those arriving illegally by boat, reintroduce temporary protection visas (to deprive people-smugglers of a product to sell) and be ready, where possible, to turn boats back.",NA,"605",NA
"Link population growth to the provision of better infrastructure",NA,"411",NA
"The Coalition will set immigration numbers on the basis of economic and environmental sustainability.",NA,"404",NA
"Take direct action on water and the environment",NA,"501",NA
"The Coalition will provide holistic management of the whole Murray-Darling water system so that water can be distributed fairly and equitably among all those people who depend upon it.",NA,"501",NA
"The Coalition is the only major political group with a clear policy to address climate change – our Emissions Reduction Fund will purchase abatements to improve the environment and reduce emissions by 5 per cent by 2020.",NA,"501",NA
"Protect private health and improve the public health and hospital system",NA,"504",NA
"The Coalition will introduce local hospital boards staffed by local health experts.",NA,"301",NA
"By preserving the private health rebate, the Coalition will help to take the strain off the public health system and reduce waiting times.",NA,"504",NA
"Help growing families to get ahead with six months paid parental leave",NA,"603",NA
"This will give mothers the right to their full wage for six months so they can stay at home with their new baby and to support and strengthen young families when they most need help.",NA,"603",NA
"Provide safer neighbourhoods",NA,"605",NA
"The Coalition will work with local councils and police to ensure that more crime-prone areas have closed circuit TV (CCTV).",NA,"605",NA
"Raise standards in education",NA,"506",NA
"The Coalition will work with the states to give principals the right to pay the best teachers more.",NA,"506",NA
"Restore work-for-the-dole and mutual obligation",NA,"702",NA
"The Coalition believes that working age people in good health should work – preferably for a wage but, if not, for the dole.",NA,"702",NA
"The Coalition will reverse Labor’s softening of mutual obligation requirements.",NA,"702",NA
"We will not bring back work choices",NA,"702",NA
"And we will not bring back AWAs.",NA,"702",NA
"We will work within Labor’s industrial relations framework to encourage greater productivity by bringing greater flexibility into the workplace to benefit both employees and employers.",NA,"410",NA
"Climate change needs to be addressed",NA,"501",NA
"We will take real action to reduce Australia’s carbon emissions without introducing a great big new tax.",NA,"501",NA
"We will tackle land degradation issues and repair and restore our environment by establishing, within four years, a 15,000 strong permanent workforce dedicated to protecting our environment and adjusting to climate change.",NA,"501",NA
"We stand by the values that have always guided our commitments.",NA,"305",NA
"We stand for lower taxes",NA,"402",NA
"and real tax reform for families.",NA,"603",NA
"We stand for budget surpluses and real reductions in government debt.",NA,"414",NA
"We stand for spending money prudently and wisely.",NA,"414",NA
"We stand for securing borders and sending illegal immigrants back.",NA,"605",NA
"We stand for small business and rewarding their initiative and effort.",NA,"402",NA
"We stand for real action on health",NA,"504",NA
"and giving health decisions back to communities.",NA,"301",NA
"We stand for real action on our environmental issues.",NA,"501",NA
"We stand for real action on sustainable population growth",NA,"416",NA
"We stand for taking real action, seeing things through and getting things done.",NA,"305",NA
"We stand up and take responsibility for our election promises.",NA,"305",NA
