"text","text_en","cmp_code","eu_code"
"WE ARE IN A CLIMATE EMERGENCY",NA,NA,NA
"Introduction from Greens Leader Adam Bandt",NA,NA,NA
"There can be no climate justice without First Nations justice.",NA,NA,NA
"We can’t heal the land without the contributions and leadership of the people whose culture has sustained it for more than 60,000 years.",NA,NA,NA
"As custodians of this land, First Nations people understand that the health of the community is only as strong as the health of our environment.",NA,NA,NA
"When we don’t show genuine care for the Country that nurtures us, we all suffer.",NA,NA,NA
"In the last 34 years, since 1988, humans have released more heat trapping carbon and methane than in all of the 60,000 years before.6",NA,NA,NA
"We have to reverse and exceed that 34 year legacy within the next 28 years, with the heavy lifting in this critical decade.",NA,NA,NA
"It is time to confront the climate crisis.",NA,NA,NA
"We’ve just got to get it done.",NA,NA,NA
"What this plan shows is that acting on the climate emergency doesn’t require any personal sacriﬁce or change in our standard of living.",NA,NA,NA
"In fact if we do it right, our energy bills will come down",NA,NA,NA
"and hundreds of thousands of jobs will be created.",NA,NA,NA
"Beneﬁts will happen immediately, but the legacy of it will last for generations.",NA,NA,NA
"Instead, Australia is experiencing a climate crisis from ﬂoods in Lismore and Ballina to ﬁres in Mallacoota and Cobargo; and it is caused by mining and burning coal and gas.",NA,NA,NA
"Both Liberals and Labor back more coal and gas.",NA,NA,NA
"They take millions in donations from coal and gas billionaires and big corporations.",NA,NA,NA
"Net zero by 2050 is an empty slogan for ‘someone else’s problem’.",NA,NA,NA
"We don’t have another three years to waste.",NA,NA,NA
"We need to kick the Morrison Government out.",NA,NA,NA
"But a Labor government on its own won’t do what is necessary to stop the mining and burning of coal and gas that is driving the climate emergency.",NA,NA,NA
"Both parties are captured by the donations and inﬂuence of coal, oil and gas companies with $11.9 million in political donations received since 2012.7",NA,NA,NA
"Labor’s climate policy position is the worst it has been in a decade and not by accident.",NA,NA,NA
"Labor won’t act meaningfully on climate without the Greens to push them.",NA,NA,NA
"6   https://billmckibben.substack.com/p/glasgow-where-climate-wreckage-began",NA,NA,NA
"7 Democracy for Sale reports that the Liberals received $4.7m from coal and gas companies from 2012 to 2018, and that Labor has received $3.5m http://democracyforsale.net",NA,NA,NA
"And creating a climate-focussed Parliament with Greens in the balance of power is closer than you think.",NA,NA,NA
"If just a few hundred people changed their vote from the last election, the Greens would be in the balance of power and we will push the next government to go further and faster on the climate crisis,",NA,NA,NA
"stopping new coal and gas mines",NA,NA,NA
"and creating tens of thousands of jobs right across the country as we establish the industries of the future and become a clean energy exporting powerhouse.",NA,NA,NA
"Powering Past Coal and Gas is our fully costed, sector-by-sector plan of how we create these jobs,",NA,NA,NA
"transform our old industries and create new ones.",NA,NA,NA
"This is what can be achieved if Australian voters do what Germany, Scotland, New Zealand and Austrian voters have recently done and put the Greens into a power-sharing Parliament.",NA,NA,NA
"Australia is the sunniest continent on earth with amazing wind resources and smart,  adaptive and innovative minds.",NA,NA,NA
"These resources and huge opportunities are being wasted as each year passes.",NA,NA,NA
"Imagine what could be achieved if Australia’s energy is effectively free.",NA,NA,NA
"Manufacturing could return to our shores again and we could make green products here instead of exporting the raw materials overseas.",NA,NA,NA
"Transporting ourselves, our food and our parcels with clean electricity instead of imported oil would reduce the cost of everything and enhance our security.",NA,NA,NA
"This future can happen if we rapidly transition to a clean economy powered by renewable energy and export the rest of it to the world.",NA,NA,NA
"POWERING PAST COAL AND GAS",NA,"H",NA
"Executive Summary",NA,"H",NA
"The climate and environmental crisis threatens to overwhelm Australia, the world’s economy and society.",NA,"416.2",NA
"We face civilisational collapse unless we keep global warming below 1.5 degrees.",NA,"416.2",NA
"Australia has an international, economic and environmental imperative to recognise the climate emergency and to act.",NA,"416.2",NA
"While we need profound action, such actions are largely “no regrets” policies that will repower our economy and offer prosperity and well-being to our people and nation.",NA,"410",NA
"The general outline of what is required is quite simple.",NA,"416.2",NA
"Shift electricity generation to renewables and storage.",NA,"416.2",NA
"Increase electricity production to allow the electriﬁcation of all households, businesses, transport and industry.",NA,"416.2",NA
"Soak up the remaining emissions and move to negative emissions by protecting our forests and landscapes",NA,"501",NA
"and reform our agriculture to drawdown carbon from the atmosphere, so we can start to return to a safe climate.",NA,"501",NA
"Critical to this task is not only the removal of fossil fuel production from our domestic economy,",NA,"416.2",NA
"but also to phase out our exports of coal and gas.",NA,"416.2",NA
"This will be a signiﬁcant but manageable structural adjustment to our economy and some regional communities.",NA,"416.2",NA
"That is why support for affected workers and their communities to shift to employment in other mining sectors or new industries is vital.",NA,"701",NA
"The Greens are the only party putting forward a set of policies and a comprehensive climate and energy plan that matches the international, economic, scientiﬁc and environmental imperatives.",NA,"416.2",NA
"Liberal and Labor both have inadequate climate reduction targets that are not science based and their explicit policy is to keep the mining, burning and export of coal and gas going.",NA,"305.1",NA
"Their policies will not protect Australians or our environment",NA,"501",NA
"and will not enable us to reap the economic rewards of comprehensive action.",NA,"410",NA
"But this plan does.",NA,"305.1",NA
"Not only will it create 805,000 jobs,",NA,"701",NA
"but it will improve the budget bottom line by $51.9 billion over the decade as we remove handouts for coal, oil and gas industries",NA,"414",NA
"and make them pay for the damage they are causing.",NA,"501",NA
"The Greens climate targets are for a 75% reduction on 2005 levels by 2030 and for net-zero emissions by 2035.",NA,"416.2",NA
"We then go further and aim to be a net-negative emissions economy with over 100 million tonnes of net drawdown every year by 2050.",NA,"416.2",NA
"Critical to our plan is the phase out of coal and gas, not only from our domestic economy, but also for export.",NA,"416.2",NA
"This is why our goal of reaching 700% renewables is critical as it will allow us to become a renewable energy superpower developing new export and manufacturing industries such as green hydrogen,",NA,"416.2",NA
"direct transmission of renewable energy",NA,"416.2",NA
"and the production of green metals.",NA,"416.2",NA
"The Greens’ Powering Past Coal and Gas climate and energy plan outlined in this document will enable these goals and targets to be met.",NA,"416.2",NA
"The plan will also mean 805,000 new jobs, with 162,000 direct jobs and 643,000 indirect jobs created across the country, particularly in areas most affected by the transformation that will be needed to reach net-zero in the next 13 years, like heavy industrial centres and deepwater ports.",NA,"701",NA
"Unlike Liberal and Labor’s plan, the Greens plan is realistic about what needs to be done.",NA,"416.2",NA
"It doesn’t rely on magical unicorns or technology yet to be invented or unrealistic offsets so polluters can keep on polluting.",NA,"416.2",NA
"8 2030 targets are taken from Party commitments of 26-28%/43%/75% below 2005 levels - for the Greens a linear trajectory was assumed from 2030 to 2035 net-zero, and then to a net drawdown target of 100 Mt per annum by 2050, for the Liberals a linear trajectory was assumed between a 2030 target and 2050 target of 94 Mt CO2e (as per the modelling for the Government’s Long Term Emissions Reduction Plan), for Labor a linear trajectory was assumed between 2030 and a 2050 net-zero target.",NA,NA,NA
"Key Elements",NA,"H",NA
"The expansion of Commonwealth-owned Snowy Hydro to become Clean Energy Australia and retasking to build 25 gigawatts of renewable energy and storage in the next eight years.",NA,"416.2",NA
"Plans for the proposed Kurri Kurri gas plant will be scrapped.",NA,"416.2",NA
"A $25 Billion FutureGrid fund to enable the rewiring of Australia, upgrading and building new publicly owned transmission lines and interconnectors linking up renewable energy zones in line with the market operator’s Integrated System Plan.",NA,"416.2",NA
"A job-for-job guarantee for coal workers affected by the transition to ensure they get good jobs at the same pay, by enabling their new employers to receive a wage subsidy of up to half the workers' former wage for up to 10 years.",NA,"701",NA
"Older workers will receive the payment until they reach retirement age.",NA,"701",NA
"The transition will be overseen by a national commission and ﬁve regional development authorities to drive new jobs and investment in coal communities.",NA,"701",NA
"A moratorium on new coal, oil and gas projects in line with International Energy Agency requirements and the introduction of a clear schedule for coal plant closures and a levy on coal mining to fund the transition as coal exports are phased out by 2030 (2040 for metallurgical coal).",NA,"416.2",NA
"A $15 billion “Made in Australia” Bank and manufacturing fund to support the transformation of existing industries such as steel, aluminium and other minerals and metals processing and our manufacturing industries to participate in the global zero-carbon economy.",NA,"416.2",NA
"Ending the $98 billion of handouts to corporations that encourage them to burn fossil fuels",NA,"416.2",NA
"and redirecting that money into creating new jobs and industries.",NA,"701",NA
"Subsidies to households and businesses to electrify heating, cooking and to install batteries.",NA,"416.2",NA
