"text","text_en","cmp_code","eu_code"
"Mon, 12th November 2007",NA,NA,NA
"Coalition Campaign Address",NA,NA,NA
"TRANSCRIPT OF THE PRIME MINISTER",NA,NA,NA
"THE HON JOHN HOWARD MP",NA,NA,NA
"ADDRESS TO THE COALITION CAMPAIGN LAUNCH",NA,NA,NA
"QUEENSLAND PERFORMING ARTS CENTRE, BRISBANE",NA,NA,NA
"Deputy Prime Minister, Treasurer, my Lord Mayor, my Ministerial and Parliamentary colleagues, my fellow Australians.",NA,NA,NA
"I want first of all to say how proud I am to be delivering this speech on behalf of a great and strong and enduring Coalition between the Liberal Party and the National Party.",NA,"305",NA
"Our two great parties have shared 11 and a half years in office and we have fought for the best interests of the Australian people, wherever they might live, and the speeches you heard earlier from Peter Costello and from Mark Vaile represent the great talent and the great strength of the team that I lead.",NA,"305",NA
"There are many things that distinguish the Coalition from the Labor Party, but none is more dramatic than the strength of the Coalition team.",NA,"305",NA
"It’s a blend of the experience of myself and Peter and Alexander who’ve held our positions for 11 and a half years and the great contribution of three successive National Party leaders in Tim Fischer, John Anderson and Mark Vaile, and then in recent times the great contribution being made by new faces in important areas of responsibility and I can think of none better than that because I’m here in Queensland than the great contribution that Mal Brough has made as Minister for Indigenous Affairs.",NA,"305",NA
"I want to talk to you today, my fellow Australians, about the years ahead of us.",NA,"202",NA
"This election is about the future of our great nation, not the past, great though that past is, important and treasured it is as it is to all of us, but this is really about the future of our nation and I want to tell you why I believe the Coalition should be returned.",NA,"305",NA
"I want to tell you why I want to be Prime Minister of this country again.",NA,"305",NA
"I want to share with you my hopes and my dreams for a better future and in the process I hope crystallise very clearly the important choice that must be made on the 24th of November, a choice given new and greater urgency and intensity because of some of the rising challenges on the economic front, both domestically and from abroad.",NA,"305",NA
"I want to be Prime Minister again so that we can build an even stronger and greater Australia.",NA,"601",NA
"We in the Coalition believe that the best years of this nation lie ahead.",NA,"601",NA
"I want to complete the transition of this nation from a welfare state to an opportunity society.",NA,"505",NA
"I want to pursue with relentless vigour the goal of full employment.",NA,"408",NA
"Only the Liberal and National Parties talk about jobs for Australians anymore.",NA,"305",NA
"Our opponents have given up talking about jobs,",NA,"305",NA
"except the jobs of the union bosses in a future Labor government.",NA,"702",NA
"I want to keep inflation low,",NA,"414",NA
"I know that Australian families want to do more than just get by on their pay packets, they want to get ahead.",NA,"603",NA
"The Coalition wants to keep taxes as low as possible.",NA,"414",NA
"Peter Costello and I unveiled a bold plan - five days later, 91.5 per cent of course was adopted by the Australian Labor Party - a bold plan to cut taxes and to encourage Australians to work harder and to re-enter the workforce.",NA,"402",NA
"I want to be Prime Minister again to carry forward my principles and those of the Coalition on education.",NA,"506",NA
"Australia does not need an education revolution, whatever on earth that might mean; Australia needs an education system that teaches its children to read, to write, to spell and to add up as well as sharing all the technological enhancements that are part of the great learning experience.",NA,"506",NA
"I want to be Prime Minister again to continue my unconditional, my uncompromising and my unrelenting opposition to the scourge of illicit drug-taking in our nation.",NA,"603",NA
"Under the Coalition, we will always have a zero tolerance attitude towards drug-taking.",NA,"603",NA
"We seek your mandate to maintain the strength of Australia,",NA,"104",NA
"to maintain the strength of our alliances,",NA,"104",NA
"to continue the protection of our borders,",NA,"104",NA
"to continue to decide who comes to this nation,",NA,"104",NA
"to continue the great duality of Australian foreign policy over the last 11 and a half years where we have built ever closer relations with our Asian neighbours, yet still remain the great friends and allies of the United States and our other traditional friends.",NA,"107",NA
"We want your support and your votes and your mandate to get the balance right on climate change.",NA,"416",NA
"We need to have a lower carbon future,",NA,"416",NA
"but we need to do it in a way that does not destroy jobs,",NA,"408",NA
"does not weaken the great coal industry which is so important to the state of Queensland",NA,"410",NA
"and ensures importantly that all nations of the world pull their weight and play their part in contributing to a reduction in greenhouse gas emissions.",NA,"107",NA
"I want to make sure in the future that this is a compassionate nation as well as a prosperous nation.",NA,"503",NA
"I want us to share the benefits of our prosperity to all of those who might otherwise feel excluded.",NA,"503",NA
"I want rural Australia, our beloved bush, to be an enduring part of the fabric of this nation not only economically but socially.",NA,"606",NA
"I’ve said before and I’m proud to say it again, I can’t imagine an Australian nation without the bush being an integral part of what it means to be an Australian.",NA,"601",NA
"We in the Coalition want a health system that is more responsive to the needs of families and to local communities",NA,"303",NA
"and finally, I want to be Prime Minister again so that we can achieve a lasting recognition in our constitution of the first Australians, the indigenous people of this country.",NA,"705",NA
"The Northern Territory intervention has been a veritable watershed in the history of this country.",NA,"305",NA
"It has brought an end to 20 to 30 years of failure in the area of indigenous policy,",NA,"305",NA
"and it offers us the great thing that indigenous people need and that is the opportunity, whilst preserving their special place in the affections and the history of our nation, the opportunity to share its bounty by becoming part of the mainstream of the Australian community.",NA,"608",NA
"Ladies and gentlemen, I’ve tried in my own words to express to my fellow Australians why it is I’d like you to support the Coalition and why it is I’d like to be Prime Minister of this great country again.",NA,"305",NA
"We do have a bright future, but that’s not something that can be taken for granted.",NA,"305",NA
"There are stormclouds gathering on the horizon when it comes to economic management, and if we get it wrong, the prosperity we’ve enjoyed over the last 11 and a half years can be severely compromised.",NA,"305",NA
