"text","text_en","cmp_code","eu_code"
"Defence and Border Protection– SELF-DETERMINATION, SAFETY, CHECKS-AND-BALANCES",NA,NA,NA
"The federal government must assure the defence and security of this nation and its people",NA,"104",NA
"This core responsibility of government is one where Australians rightly expect that what needs to be done will be done, and that appropriate funding will be available.",NA,"104",NA
"Australia’s defence force, customs and quarantine protection require strategic forward-planning to keep pace with emerging trends and new threats",NA,"104",NA
"They also need rigorous and prudent ﬁnancial management.",NA,"104",NA
"Our defence forces must maintain combat readiness and our serving men and women must be equipped with state-of-the-art technology and logistical support",NA,"104",NA
"Their goals must be realistic, enhance our defence capabilities and be geared to tangible results in our national interest.",NA,"104",NA
"For example, the effective location of defence facilities across regional Australia is vital to any comprehensive defence strategy, both for the nation and for its regional development",NA,"104",NA
"The timely deployment of personnel and resources to military hot spots – globally, in our region and domestically – also requires a signiﬁcant presence in regional Australia.",NA,"104",NA
"The Nationals, therefore, support the retention of existing defence facilities in regional areas",NA,"104",NA
"In fact, to better serve Australia’s defence interests, we will move to identify those defence facilities currently in major population centres that can be decentralised, and to house as many personnel as possible in regional areas of Australia.",NA,"301",NA
"Protecting our borders extends beyond military considerations",NA,"601",NA
"Regional Australians know that our singular pest and disease-free status is crucial to the productive capacity and marketing of our food and ﬁbre domestic and export industries.",NA,"601",NA
"Labor’s disgraceful abandonment of sound science-based quarantine and biosecurity safeguards and reduced resourcing is alarming",NA,"601",NA
"This neglect is reﬂected in Labor’s approach to securing our borders against illicit drugs, illegal ﬁshing crews and people smuggling.",NA,"601",NA
"Our Plan",NA,NA,NA
"Defence",NA,NA,NA
"The Nationals’ defence force strategy combines several initiatives to provide our military and allied personnel with the equipment and support necessary for a strong, cohesive and well-coordinated military.",NA,"104",NA
"We will ensure that Australia’s defence procurement program targets sufﬁcient resources to modernise military equipment, in consultation with serving personnel and other expert input.",NA,"104",NA
"Resources will be directed to the appropriate maintenance of existing equipment, and the decommissioning of equipment and facilities which have reached their use-by date",NA,"104",NA
"We will rationalise the resources allocated to the civil side of defence, redirecting the savings to frontline readiness to ensure our on-theground military capabilities are maximised.",NA,"104",NA
"Training facilities, including the Australian Defence Force Academy and the Royal Military College Duntroon, will be given high priority in the defence budget.",NA,"104",NA
"Once-and-for-all we will provide ﬁtting recognition of the service of our military and their families",NA,"104",NA
"With Australian forces deployed in many active theatres, support services for the injured and those who may not return at all must match the sentiments of a grateful nation",NA,"104",NA
"The military, and their families, are entitled to expect nothing less and must be guaranteed peace of mind.",NA,"104",NA
"We will support the needs of ex-service personnel and, in particular, provide appropriate health services, access to facilities and appropriate pensions for those that have been physically or psychologically injured in the service of the nation",NA,"104",NA
"This must ensure for them a standard of living based on that which, as much as possible, would apply had they not been injured.",NA,"104",NA
"We will increase the number of defence establishments and housing in regional areas to facilitate rapid deployment as needs arise.",NA,"104",NA
"The Australian Defence Force is a major employer of men and women in the regions",NA,"104",NA
"We will champion more women in pursuing careers in the defence forces, and work towards a more supportive culture for their advancement.",NA,"104",NA
"We will establish a Defence Industry Advocate to assist the Australian defence forces in their dealings with the Defence Minister’s ofﬁce.",NA,"104",NA
"We will provide additional support for the successful Australian Defence Force Gap Year Program.",NA,"104",NA
"Border protection",NA,NA,NA
"Our traditional ideals of national security, protection from organised crime, and a robust and orderly immigration regime are increasingly under siege.",NA,"601",NA
"The Australian Customs and Border Protection Service, with elements of the defence forces, provide the frontline in restoring and maintaining the integrity of our borders.",NA,"601",NA
"The Nationals will restore trust in the integrity of our border protection system by providing necessary additional equipment and personnel.",NA,"601",NA
"We commit to the re-introduction of Temporary Protection Visas and to the continuation of the Australian-funded and operated detention centre on Nauru to process arrivals and deter illegal immigration in the future.",NA,"601",NA
"We will ensure that Navy and Customs personnel have the right modern equipment to turn boats around where it is safe to do so and stop illegal entry into Australia",NA,"601",NA
"We must defeat unscrupulous people smugglers.",NA,"605",NA
"A major review of the structure of border protection services will ensure that resources at the bureaucratic level are streamlined to maximise frontline resources and effort.",NA,"303",NA
"We will increase cargo screening at ports and airports, allowing greater scrutiny over more of our air and sea cargo",NA,"601",NA
"There will be more screening and inspections to detect the illicit goods which threaten our communities and especially our regional industries, such as agriculture.",NA,"601",NA
"Economy and Taxation–REINVESTING IN REGIONAL AUSTRALIA",NA,NA,NA
"The Nationals’ highest priority is to rebuild a strong economy, restore conﬁdence and usher in a new era of growth, prosperity and opportunity in Australia’s regions.",NA,"410",NA
"Strong economic management means lower taxes and downward pressure on interest rates.",NA,"402",NA
"It means more funds to invest in health and education, national security and productivity spurring infrastructure.",NA,"410",NA
"Debt and deﬁcit spending rob future generations of autonomy and diminish living standards, especially if the money is not invested in productive economic infrastructure.",NA,"410",NA
"Our core belief is that private enterprise is the foundation of the nation’s economy, based on a fair and equitable taxation system that guards against disadvantage for those living and working in regional Australia.",NA,"401",NA
"Our Plan",NA,NA,NA
"Moving from Opposition we face a familiar challenge",NA,"414",NA
"In 1996 we inherited $96 billion of Labor debt and paid it off",NA,"414",NA
"It was a long, hard road to recovery but, together as a community, we got through it",NA,"414",NA
"In 2007 Labor inherited a $20 billion budget surplus and $70 billion in the bank",NA,"414",NA
"Labor boasted it would deliver a $22 billion surplus the following ﬁnancial year",NA,"414",NA
"In fact, Labor delivered a $27 billion deﬁcit",NA,"414",NA
"It followed with cumulative budget deﬁcits of a record $174 billion.",NA,"414",NA
"The Nationals have continually called on Labor to outline a credible plan to repay debt, which is mounting to the tune of $100 million each and every day",NA,"414",NA
"However, Labor has been incapable of doing this",NA,"414",NA
"The Nationals are committed to returning the Federal Budget to a real surplus and beginning to repay the mammoth debt accumulated by Labor.",NA,"414",NA
"What business – big and small – needs to return to a positive outlook that promotes investment, expansion and growth, is a government committed to sound ﬁscal management",NA,"410",NA
"That’s also a recipe for more jobs, better jobs and job security to give working families conﬁdence.",NA,"410",NA
"We will ensure that in recognising what savings need to be made it is understood that regional Australia is the generator of Australia’s real wealth, and regional recovery is fundamental to restoring economic growth and prosperity.",NA,"410",NA
"Lower taxes, reduced spending and downward pressure on interest rates are in The Nationals’ DNA – priorities that come about for all the right reasons",NA,"402",NA
