"text","text_en","cmp_code","eu_code"
"KAP Policies",NA,"H",NA
"Agriculture",NA,"H",NA
"Returning Confidence in Food and Agriculture",NA,"703.1",NA
"Economic & Industry Policies",NA,"H",NA
"Special Economic Zone",NA,"H",NA
"A Special Economic Zone could kick start the regional economy.",NA,"410",NA
"Regional Queensland mining and agriculture generate billions of dollars in government revenue and economic activity.",NA,"703.1",NA
"Rising costs and South East Queensland government-imposed regulation are putting this value at risk.",NA,"401",NA
"Action is needed to stimulate private investment in regional Queensland.",NA,"402",NA
"KAP wants to implement a Special Economic Zone scheme to create incentives for new projects in areas with rich mineral, energy and agricultural resources.",NA,"402",NA
"This classification would enable the Government to provide special regulatory and commercial arrangements for things like regulated transport services, agricultural water allocations, energy supply, and royalties.",NA,"403",NA
"Under this scheme the North West Minerals Province would be provided with immediate classification.",NA,"402",NA
"Other regional areas will be investigated as a matter of priority.",NA,"301",NA
"Royalty Retention",NA,"H",NA
"Regional Queensland punches above its weight but gets little in return.",NA,"301",NA
"Regional Queensland’s mineral and energy producing areas contribute a huge amount to the state economy.",NA,"301",NA
"What these areas get back from the government in terms of investment in infrastructure and services is completely inadequate and disproportionate.",NA,"411",NA
"For example, historic estimates of Gross Regional Product show that Mackay contributed more than twice the state average and the North West contributed three times the state average.",NA,"301",NA
"In the 2016-17 budget, $2.65 billion was allocated to capacity enhancing investment across the state.",NA,"301",NA
"Of this, only $147 million (less than six per cent) was allocated to projects in North and Outback Queensland.",NA,"301",NA
"This chronic underinvestment is leading to poor outcomes for regional Queensland.",NA,"409",NA
"Unemployment in North Queensland is higher on average than South East Queensland",NA,"701",NA
"and population growth is slower.",NA,"301",NA
"As of December 2017, unemployment in Brisbane city was 4.3 per cent.",NA,"701",NA
"Compare that with an unemployment rate of 13.1 per cent for outback Queensland.",NA,"701",NA
"KAP wants a new royalty framework that ensures a greater proportion of royalties are re-invested into the regions in which they created.",NA,"301",NA
"We also want $1 billion allocated over the next three years for new large scale infrastructure projects in North Queensland.",NA,"411",NA
"Royalty Ramp Up",NA,"H",NA
"Queensland needs to look at a royalty ramp up to stimulate investment.",NA,"402",NA
"In areas captured under KAP’s Special Economic Zone policy, royalty ramp-up arrangements would be available to new large mineral and energy projects that can demonstrate a clear economic benefit to Queensland.",NA,"402",NA
"The royalty ramp up mechanism improves the chances of a project going ahead by providing an upfront royalty discount, and increasing the royalty rate over the first five years of the project.",NA,"402",NA
"Importantly, the full royalty owed to the Queensland people is paid over the life of the project.",NA,"402",NA
"A royalty ramp up is required to re-start major project investment in regional areas.",NA,"402",NA
"To ensure companies are encouraged to invest quickly, the scheme will only be available until 2025.",NA,"402",NA
"Additionally, conditions will be attached to any royalty ramp up agreement that require using local labour and services.",NA,"402",NA
"Our biggest global mining competitors such as Canada utilise generous tax arrangements to encourage investment.",NA,"402",NA
"If Queensland doesn’t offer similar incentives, we will lose our position as a global mining leader.",NA,"402",NA
"Rural Development Bank",NA,"H",NA
"Access to reasonably priced finance could unlock regional Queensland’s potential.",NA,"402",NA
"KAP wants to create a Rural Development Bank to accelerate rural and regional development.",NA,"410",NA
"The bank would give businesses in rural and regional Queensland the chance to get reduced interest rate loans to expand and improve their businesses.",NA,"402",NA
"There are lots of initiatives across different industries that go unrealised because there isn’t access to reasonably priced finance.",NA,"402",NA
"The major banks underservice regional Queensland because they make more money in city areas.",NA,"403",NA
"The Rural Development Bank would work under flexible arrangements where it can act as the sole finance provider or complement commercial lenders willing to provide reasonably priced finance.",NA,"402",NA
"Energy",NA,"H",NA
"Electricity Prices",NA,"H",NA
"KAP wants a range of measures that would provide immediate energy price relief.",NA,"412",NA
"High energy prices are crippling businesses and hurting families.",NA,"403",NA
