"text","text_en","cmp_code","eu_code"
"The Nationals Campaign Launch",NA,NA,NA
"12-Nov-07",NA,NA,NA
"The Hon Mark Vaile MP",NA,NA,NA
"Deputy Prime Minister",NA,NA,NA
"Leader of The Nationals",NA,NA,NA
"Campaign Launch Speech",NA,NA,NA
"An Experienced Team for Australia's Future",NA,NA,NA
"Brisbane",NA,NA,NA
"Australia today is a nation of confident and optimistic people.",NA,"305",NA
"It hasn’t always been that way.",NA,"305",NA
"In the past 11 years, that confidence and optimism has grown under the strong management of our Coalition Government.",NA,"305",NA
"In that time, Australians have come to feel more secure.",NA,"305",NA
"- More secure within our borders.",NA,"104",NA
"- More secure within our economy.",NA,"408",NA
"- More secure within their jobs.",NA,"701",NA
"Now that we have a strong economy; now that we have more people in full-time work than at any other time in Australia’s history, we need to lock it in.",NA,"410",NA
"An optimistic and confident Australia now needs a strong plan for the future",NA,"404",NA
"– and we need to keep our nation in safe hands.",NA,"305",NA
"Our strong plan includes aiming for a full employment economy.",NA,"408",NA
"An economy where every Australian who wants a job can get one.",NA,"701",NA
"Our strong plan is about guiding our nation through the challenges that lie ahead,",NA,"601",NA
"while helping all Australians to share in the opportunities and benefits that come from a well managed economy.",NA,"503",NA
"We must ensure that these opportunities and benefits are available to all Australians, including the 7.5 million people living outside our capital cities.",NA,"503",NA
"Better health care for rural and remote communities",NA,"504",NA
"We know that families across Australia want better health care.",NA,"504",NA
"In particular they want better services from their public hospital system.",NA,"504",NA
"I want to reiterate our commitment to appointing local hospital boards.",NA,"301",NA
"We want public hospitals to be controlled by men and women who know the hospital staff and know the patients and have a personal commitment to the health of their community.",NA,"301",NA
"Local boards will have more control of their hospitals, making it harder for State Labor Governments to downgrade hospital services in rural and regional areas.",NA,"301",NA
"While we will give control of hospitals back to local people, Labor wants to replace the state bureaucrats running hospitals with federal bureaucrats who would be even more remote from doctors, nurses, and their patients.",NA,"301",NA
"The Coalition Government has worked hard to attract medical professionals to rural and regional areas.",NA,"504",NA
"One of the impediments is sourcing relief locums when specialists need time off or time to upgrade their professional skills.",NA,"504",NA
"The Coalition Government has put a scheme in place to provide locums for specialist obstetricians in rural areas.",NA,"504",NA
"The scheme was due to end in 2009.",NA,"504",NA
"I am announcing today that we will extend the scheme into the future, because it has been highly successful in helping specialist obstetricians to stay in the country where they are needed and where they want to practice.",NA,"504",NA
"The Coalition will also provide extra training support for doctors in rural areas who carry out medical procedures.",NA,"506",NA
"I am announcing today that we will commit $15 million to establish a new Rural and Remote Medical Training Equipment Fund.",NA,"506",NA
"The funding will purchase and distribute training simulators and support equipment that will be used to train doctors to treat conditions that they may only see occasionally in the day to day operations of their practice.",NA,"506",NA
"This programme will allow rural GPs to keep their skills up to date",NA,"506",NA
"and help deliver better services for rural people.",NA,"504",NA
"A better education",NA,NA,NA
"One of the best ways we can spread Australia's prosperity is to make sure that every Australian student gets a good education, including vocational training or university after they leave school.",NA,"506",NA
"It's good for the individual and it’s good for the country: we need more people with technical and vocational skills in our economy.",NA,"506",NA
"A re-elected Coalition will deliver a core national curriculum.",NA,"506",NA
"We will deliver certainty and national standards that all schools must meet.",NA,"506",NA
"Australians don’t want a risky “education revolution”.",NA,"506",NA
"It sounds like something that might happen in a Communist country.",NA,"506",NA
"We will make sure opportunities exist in both the country and the city.",NA,"503",NA
"Students in remote areas don’t need a revolution – they just need a bit of help.",NA,"506",NA
"These students often face an insurmountable barrier to continuing their education; it’s the tyranny of distance.",NA,"506",NA
"Their families cannot afford the cost of sending them to live in a distant city to pursue educational opportunities.",NA,"506",NA
"A re-elected Coalition Government will help these families.",NA,"506",NA
"I am announcing today that we will provide 1,000 students per year in remote Australia with $4,000 bursaries to help them participate in higher education – either university or vocational education and training.",NA,"506",NA
"Students will have to apply for the bursaries; they will be allocated to the 1,000 students who need them most.",NA,"506",NA
"The Remote Students Bursary scheme will start on 1 July 2008.",NA,"506",NA
"This is a key part of our strong plan for ensuring all Australians share in the prosperity of the nation.",NA,"503",NA
"A more compassionate Australia",NA,NA,NA
"Our strong economic management has given us the ability to take on the great challenges that Australia is facing, including the drought.",NA,"703",NA
