"text","text_en","cmp_code","eu_code"
"OUR PLAN FOR A STRONG NEW ECONOMY",NA,"H",NA
"JOBS AND GROWTH IN REGIONAL AUSTRALIA",NA,NA,NA
"JOBS AND GROWTH IN REGIONAL AUSTRALIA",NA,"H",NA
"Key Commitments",NA,"H",NA
"Regional Australia is critical to Australia’s economic prosperity and is home to around one third of Australia’s population.",NA,"402",NA
"Regional Australia accounts for around 65 per cent of Australia’s export earnings by value and is a major source of domestic and international tourism.",NA,"402",NA
"45 cents in every tourism dollar is spent in regional Australia.",NA,"402",NA
"Regional communities are benefitting from the Coalition’s economic plan.",NA,"305.1",NA
"Our export trade deals have made it easier for regional businesses to export to Asia",NA,"703.1",NA
"and our tax cuts for small business are creating new job opportunities.",NA,"402",NA
"Regional communities are an attractive place to live and invest.",NA,"402",NA
"They have a strong culture of innovation, offer diverse employment options, and attract the skills and talent needed to build successful businesses.",NA,"402",NA
"While the opportunities for regional Australia have never been greater, the Coalition recognises that some regions have been impacted by the slowdown in mining, falling commodity prices and changes to the manufacturing sector.",NA,"402",NA
"The Coalition will boost jobs, investment and growth in regional Australia.",NA,"402",NA
"We will establish a $200 million Regional Jobs and Investment package to deliver regional jobs and growth.",NA,"402",NA
"The Regional Jobs and Investment package will incentivise local businesses to invest and employ,",NA,"402",NA
"enable regional communities to upgrade local infrastructure and deliver new skills and training programmes",NA,"411",NA
"The package will be delivered in partnership with local communities.",NA,"402",NA
"Community leaders and local experts will be engaged to assess the needs of regional communities and develop local investment plans covering the following three areas:",NA,"402",NA
"Business innovation grants",NA,"402",NA
"Local infrastructure",NA,"411",NA
"Skills and training programmes",NA,"411",NA
"The package will support regional communities to diversify their economies, create new export opportunities",NA,"402",NA
"and help boost regional jobs.",NA,"701",NA
"The Coalition will contribute $200 million to the Regional Jobs and Investment package and will leverage a further $200 million in matched funding. Individual regions will be able to access up to $30 million in funding.",NA,"402",NA
"Our commitment will boost confidence, jobs, investment, and growth in regional Australia.",NA,"402",NA
"Our Plan for Regional Jobs and Growth",NA,"H",NA
"Regional Australia is home to around one third of Australia’s population and is an important source of job creation and exports.",NA,"402",NA
"Regional Australia accounts for around 65 per cent of Australia’s export earnings by value and more regional businesses are benefitting from our export trade deals, particularly those in the agriculture sector.",NA,"703.1",NA
"China and Japan alone account for nearly a third of all Australian agriculture exports.",NA,"703.1",NA
"Regional Australia is also a major source of domestic and international tourism, with 45 cents in every tourism dollar spent in regional Australia.",NA,"402",NA
"The Coalition will support regional jobs by establishing a $200 million Regional Jobs and Investment package.",NA,"701",NA
"We will invest $200 million, leveraging a further $200 million or more in matched funding.",NA,"402",NA
"Individual regions will be able to access up to $30 million in funding.",NA,"402",NA
"The Regional Jobs and Investment package will support regional communities to diversify their economies, create new export opportunities and help boost regional jobs.",NA,"402",NA
"It will incentivise businesses to invest in new technology, machinery or equipment to innovate and grow within the region.",NA,"402",NA
"We will work with local communities to deliver the package.",NA,"402",NA
"Local experts will be engaged to assess the needs of regional communities and develop local investment plans covering the following areas:",NA,"402",NA
"1. Business innovation grants",NA,"H",NA
"The Coalition will provide matched grants on a competitive basis to help businesses invest in new technology, diversify operations, create new export opportunities",NA,"402",NA
"and deliver new sustainable jobs.",NA,"701",NA
"An example would be a manufacturing business seeking to invest in new technology, machinery or facilities to expand or diversify production.",NA,"402",NA
"This investment will enable regional businesses to innovate, provide new export opportunities and grow and employ.",NA,"402",NA
"Business innovation grants will support local businesses in regional areas, helping them to invest and employ more staff.",NA,"402",NA
"2. Local infrastructure",NA,"H",NA
"We will provide matched funding for regions to upgrade existing local infrastructure or invest in new infrastructure.",NA,"411",NA
"We will work with local communities to identify the local infrastructure priorities of our regions.",NA,"411",NA
"An example would be upgrading or investing in new tourism infrastructure such as a large coastal pier to attract more domestic and international tourists.",NA,"411",NA
"Investing in local infrastructure will help boost the productivity of our regions,",NA,"411",NA
"deliver more jobs,",NA,"701",NA
"and generate more local investment.",NA,"411",NA
"3. Skills and training programmes",NA,"H",NA
"We will work with local communities and regional employers to deliver targeted skills and training programmes for local communities.",NA,"411",NA
"Our local skills and training programmes will address regional skills shortages.",NA,"411",NA
"They will also support workers impacted by structural change to retrain and upskill.",NA,"411",NA
"These programmes will help to prepare Australia’s regional workforce for new and existing job opportunities.",NA,"701",NA
"4. Addressing regional youth unemployment",NA,"H",NA
"The Coalition’s Regional Jobs and Investment package will complement our $840 million Youth Employment Package and ongoing initiatives that are providing more job opportunities for young Australians.",NA,"701",NA
"Specific initiatives include: Support for employers, especially small businesses, to create new jobs",NA,"402",NA
"Youth Jobs PaTH (Prepare-Trial-Hire Programme)",NA,"402",NA
"Entrepreneurship Starter Packs to assist young Australians to start their own enterprises",NA,"402",NA
"expand the New Enterprise Incentive Scheme to more young Australians",NA,"402",NA
"Our commitments will help tackle youth unemployment throughout regional Australia, delivering more opportunities for local young people and their communities.",NA,"701",NA
"The Choice",NA,"H",NA
"The Coalition has a strong record of investing in regional Australia and our economic plan is delivering investment, jobs and growth.",NA,"411",NA
"We have invested more than $20 billion in regional infrastructure since the last election, including $6.7 billion for the Bruce Highway and $5.6 billion for the Pacific Highway.",NA,"411",NA
"The Coalition is investing $3.2 billion under the Roads to Recovery Programme and $1 billion to deliver the Stronger Regions Programme.",NA,"411",NA
"We have established a $5 billion Northern Australia Infrastructure Facility to encourage more private sector investment in economic infrastructure in Australia’s north.",NA,"411",NA
"We are also expanding our Mobile Black Spot Programme, which will fix around 4,800 mobile black spots and provide better mobile phone coverage for hundreds of regional communities.",NA,"411",NA
"These investments are delivering jobs and helping to boost productivity in regional Australia.",NA,"411",NA
"Our export trade deals are creating more opportunities for regional businesses to access new markets and increase sales.",NA,"407",NA
"Australia’s agriculture exports now exceed more than $45 billion a year and are benefitting from our trade deals with China, Japan and Korea.",NA,"407",NA
"China and Japan alone now account for nearly a third of all agriculture exports and demand for Australian produce continues to grow.",NA,"703.1",NA
"The Coalition has also overseen strong growth in domestic and international tourism, directly benefitting regional communities across Australia.",NA,"402",NA
"Tourism is a major driver of regional jobs and investment, with 45 cents in every tourism dollar spent in regional Australia.",NA,"402",NA
"Only the Coalition has a plan for regional jobs.",NA,"701",NA
"We will establish a $200 million Regional Jobs and Investment package to support regional communities to diversify their economies, create new export opportunities and boost regional jobs.",NA,"701",NA
"We will deliver the package in partnership with local communities and incentivise regional businesses to investment in new technology, machinery or facilities to innovate and grow.",NA,"402",NA
"The Coalition is delivering for regional Australia.",NA,"305.1",NA
"Labor’s policies will fail to deliver jobs and opportunities for regional Australia.",NA,"305.1",NA
"Costs",NA,"H",NA
"The Coalition will invest $200 million to deliver a Regional Jobs and Investment package to help boost investment, jobs and growth in our regions.",NA,"402",NA
"SUPPORT VETERANS AND THEIR FAMILIES",NA,"H",NA
"Key Commitments",NA,"H",NA
"Australians are proud of our veterans.",NA,"601.1",NA
"Our service men and women put their lives on the line for the nation and in the defence of our values.",NA,"104",NA
"Over 312,000 Australians rely on the government through support from the Department of Veterans’ Affairs.",NA,"504",NA
"These are veterans and their families, dependants, widows and children.",NA,"504",NA
"It is a community that is growing younger.",NA,"504",NA
"As the Department of Veterans’ Affairs notes: “In 2015–16, the under-70 cohort is projected to become the majority of DVA’s clients, with the proportion growing over the ensuing five years. By 2020, one-third of DVA’s clients will be aged under 60, and 20 per cent will be aged under 50.”",NA,"504",NA
"The Coalition is committed to ensuring that current and future veterans and their families have the support that they need.",NA,"504",NA
"As the Prime Minister said at the recent RSL National Conference in Melbourne, DVA will continue to look after veterans because they need a department dedicated to meeting their own special needs.",NA,"504",NA
"The Prime Minister has made it clear that no DVA services delivered through Medicare will be outsourced or privatised under the Coalition.",NA,"504",NA
"The Coalition has a strong record supporting our veterans.",NA,"504",NA
"We have ensured more financial support and services to individual veterans than ever before.",NA,"504",NA
