"text","text_en","cmp_code","eu_code"
"OUR PLAN FOR THE ECONOMY AND TAXATION",NA,NA,NA
"Revitalising Regional Australia",NA,NA,NA
"Introduction",NA,NA,NA
"The Nationals’ highest priority is to build a strong economy",NA,"408",NA
"and to usher in a new era of growth, prosperity and opportunity in Australia’s regions.",NA,"410",NA
"Strong economic management means lower taxes, and downward pressure on interest rates.",NA,"402",NA
"It means more funds to invest in health and education,",NA,"504",NA
"national security,",NA,"104",NA
"and infrastructure such as road and communication networks.",NA,"411",NA
"The Nationals understand that debt and deficit spending rob future generations of their autonomy and standard of living,",NA,"414",NA
"especially if the money is not invested in productive economic infrastructure.",NA,"411",NA
"The Nationals believe in private enterprise as the foundation of the nation’s economy.",NA,"401",NA
"We believe in a fair and equitable taxation system,",NA,"503",NA
"which guards against disadvantage to those people living and working in regional Australia.",NA,"301",NA
"Labor’s Record",NA,NA,NA
"When The Nationals left office, the economy was stronger than at any time in our history.",NA,"408",NA
"The Government had no net debt,",NA,"414",NA
"unemployment had fallen to a 33 year low, and inflation was down;",NA,"414",NA
"real wages had risen 21.5 per cent, and real household wealth had doubled over the previous decade.",NA,"408",NA
"Six rounds of personal income tax cuts had been delivered and the budget was $20 billion in surplus.",NA,"414",NA
"In less than three years of Labor Government, net debt has passed $40 billion and is on the way to $94 billion by 2013;",NA,"414",NA
"the budget is in deficit by $41 billion, and Labor has promised further years of deficit.",NA,"414",NA
"Household wealth has plummeted.",NA,"408",NA
"By 2013, interest payments on government debt will be around $12 billion per year.",NA,"414",NA
"Labor has made more than $100 billion worth of new spending commitments, financed by debt and much of it dedicated to consumer spending or social infrastructure - proving again that Labor is incapable of managing Australia’s economy.",NA,"414",NA
"Our Plan to Revitalise Regional Australia",NA,NA,NA
"KEY POINTS",NA,NA,NA
"Return the Budget to surplus and payback debt",NA,"414",NA
"Fair share of services and spending for the regions",NA,"301",NA
"Review zonal taxation allowance",NA,"402",NA
"Promote regional investment",NA,"402",NA
"Restoring Regional Economies",NA,NA,NA
"The Nationals are committed to returning the Federal Budget to surplus and to beginning to repay the mammoth debt accumulated by Labor.",NA,"414",NA
"It took ten years to pay back the debt left by the last Labor Government, and many hard decisions had to be made.",NA,"414",NA
"The Nationals will ensure that savings recognise regional Australia as the generator of Australia’s real wealth, and regional recovery as fundamental to restoring economic growth.",NA,"414",NA
"The Nationals believe that, when wealth is generated in a region, a fair share of the resulting government revenue should be returned to that region and to regional Australia more generally.",NA,"301",NA
"The Nationals – Western Australia’s Royalties for Regions policy is based on that equity argument, as is The Nationals – Victoria’s Regional Growth Fund and The Nationals – New South Wales’ Restart NSW Fund.",NA,"301",NA
"At the Federal level, The Nationals will ensure that a share of Petroleum Resource Rent Tax from offshore oil and gas developments is applied directly to regional Australia.",NA,"301",NA
"The Nationals believe in fairness in spending.",NA,"301",NA
"Residents in the capital cities see a larger proportion of their taxation dollar spent on services in their communities than people living in regional areas.",NA,"301",NA
"The Nationals’ objectives are to:",NA,NA,NA
"Review the zonal taxation allowances and, if appropriate, replace them with a new system which provides an increased allowance to those living in the most remote locations;",NA,"301",NA
"Promote investment in regional businesses;",NA,"402",NA
"Grow the population of the regions by creating new employment opportunities;",NA,"410",NA
"Ensure that taxes and charges imposed by the Australian Government do not disadvantage regional businesses against international competitors;",NA,"301",NA
"Ensure that the workplace relations system is flexible, fair",NA,"401",NA
"and takes account of the special circumstances of regional businesses;",NA,"301",NA
"Ensure that real benefits from national competition policy are delivered;",NA,"403",NA
"Ensure equity of services, with transport, communications and infrastructure in the regions being made comparable with those in the capital cities.",NA,"301",NA
"OUR PLAN FOR REGIONAL DEVELOPMENTGrowing Stronger Regions",NA,NA,NA
"Introduction",NA,NA,NA
"The regions beyond our capital cities have historically been the economic backbone of the nation and the engine room which generates most of our exports.",NA,"301",NA
"The powerful forces of globalisation, overseas migration and urbanisation have meant that, in the 21st Century, our capital cities have become the focal points of much of the nation’s economic activity and the places where most people live.",NA,"301",NA
"This anomaly creates challenges for regional Australia, and a special role for government policy in ensuring that regions outside the major cities continue to prosper.",NA,"301",NA
"Creating dynamic, stable, secure and viable regional economies is essential for Australia’s future.",NA,"301",NA
"The Nationals will ensure that government policies promote, and do not hinder, the development of prosperous regional communities with high quality of life.",NA,"301",NA
"Government cannot redress uneven growth across regions, or solve the uncertainties of international markets.",NA,"301",NA
"But the regions have the capacity for much better economic performance, and The Nationals’ practical support for regional economies will help to make them more competitive.",NA,"402",NA
"Labor’s Record",NA,NA,NA
"The Labor Government has ignored the regions, abandoning regional development at a critical economic time.",NA,"301",NA
"Regions are without support from, or direct links with, the Federal Government.",NA,"301",NA
"Most of the regional development departmental offices in the States have been closed, replaced by a ‘Better Cities Unit’ in Sydney.",NA,"301",NA
"At the last election, Labor promised a Better Regions regional development funding model.",NA,"301",NA
"The program has never called for applications from the community and funds only specific Labor election commitments.",NA,"301",NA
"Labor has misled communities about its Better Regions program.",NA,"301",NA
"The 2007 Labor regional development policy promised to retain the Regional Partnerships and Sustainable Regions programs.",NA,"416",NA
