"text","text_en","cmp_code","eu_code"
"GETTING IT DONE FOR REGIONAL AUSTRALIA",NA,NA,NA
"Key points",NA,"H",NA
"A safe, secure and prosperous future for Australia depends on a strong economy.",NA,"410",NA
"A strong economy delivers more jobs,",NA,"701",NA
"improved living standards",NA,"601.1",NA
"and better services such as child care, education, health and infrastructure.",NA,"504",NA
"A strong economy also ensures our defence forces and security agencies have the resources necessary to keep Australians safe.",NA,"104",NA
"Since the Coalition was first elected in 2013, we have created almost 1.9 million new jobs.",NA,"701",NA
"Our labour market has shown remarkable resilience in the face of the COVID-19 pandemic and the biggest economic shock since the Great Depression.",NA,"701",NA
"Australia has out-performed all of the major advanced economies in terms of job creation and economic growth coming out of the pandemic.",NA,"601.1",NA
"Under the Morrison Government<92>s economic plan, unemployment is down to 4% - the equal lowest in 48 years - and is expected to fall even further.",NA,"701",NA
"This is considerably lower than the 5.7% unemployment rate left by Labor.",NA,"701",NA
"Our continued investment in skills, with record numbers of Australians undertaking trade apprenticeships, is equipping our workforce with the skills needed for the jobs of today and tomorrow.",NA,"411",NA
"But there is more to do <96> and the next stage of our plan will lead Australia<92>s strong economy into the future.",NA,"410",NA
"A re-elected Coalition Government will: Create another 1.3 million jobs over the next five years.",NA,"701",NA
"Back small businesses with tax incentives to embrace the digital economy and upskill and train their employees.",NA,"411",NA
"Ensure Australians have the skills they need through an additional $3.7 billion to support 800,000 new training positions.",NA,"411",NA
"Provide $2.8 billion in additional incentives to train the next generation of apprentices and trainees.",NA,"411",NA
"Help disadvantaged younger Australians into work through the ReBoot program to build life and employment skills.",NA,"706",NA
"Invest $482 million to improve women<92>s economic security",NA,"503",NA
"and build on record female participation in the labour force, including through enhancing paid parental leave and incentives for women to take up non-traditional trade apprenticeships.",NA,"503",NA
"Deliver a record $120 billion 10-year infrastructure investment pipeline.",NA,"411",NA
"Invest $7.1 billion for key regions across Australia as part of our Energy Security and Regional Development Plan to transform them into next generation export hubs.",NA,"410",NA
"Establish a $2.0 billion Regional Accelerator Program to drive growth and productivity in regional areas.",NA,"410",NA
"Invest $2.2 billion to support university innovation and industry collaboration.",NA,"411",NA
"Ensure reliable and affordable energy, by investing $22 billion in renewables and low-emissions energy technology to power our economy.",NA,"416.2",NA
"Transform Australia<92>s manufacturing sector through its $2.5 billion Modern Manufacturing Strategy.",NA,"402",NA
"Position Australia as a top 10 data and digital economy by 2030 through our Digital Economy Strategy.",NA,"411",NA
"Expand export opportunities through market-opening trade deals.",NA,"407",NA
"An uncertain international economic outlook underlines the need for experience in guiding the economy.",NA,"305.1",NA
"Labor has no economic plan.",NA,"305.1",NA
"Over the last 30 years, Labor Governments have, on average, delivered higher unemployment, higher interest rates and higher electricity prices.",NA,"305.1",NA
"And not a single balanced budget.",NA,"414",NA
"Labor has already promised to spend $81 billion more on policies throughout the pandemic.",NA,"414",NA
"Labor can<92>t say how they<92>ll pay for their promises.",NA,"305.1",NA
"And they can<92>t manage money.",NA,"305.1",NA
"That means higher deficits and higher taxes.",NA,"414",NA
"The Australian people have the choice between the Morrison Government that is delivering a strong economy and a stronger future or Anthony Albanese<92>s Labor Party that just does not get the economy and is too weak to stand up to the Greens or the unions.",NA,"410",NA
"Our Plan",NA,"H",NA
"1. Create 1.3 million jobs over the next five years",NA,"H",NA
"Our Government has a strong track record of job creation.",NA,"701",NA
"Under this Government, almost 1.9 million more Australians are in work, despite the COVID-19 global pandemic.",NA,"701",NA
"Around two-thirds of these new jobs are full-time.",NA,"701",NA
"A re-elected Coalition Government will create another 1.3 million jobs over the next five years.",NA,"701",NA
"We will do this by keeping the economy strong,",NA,"410",NA
"and with a comprehensive plan to skill Australia<92>s workforce,",NA,"411",NA
"a plan to keep taxes low for workers and small businesses,",NA,"402",NA
"a plan to invest in our regions including $7.1 billion in transformative infrastructure projects",NA,"411",NA
"and $2 billion to drive growth and productivity through our Regional Accelerator Program,",NA,"402",NA
"and a plan to transform our manufacturing sector through the Modern Manufacturing Strategy.",NA,"402",NA
"2. Backing Australian Apprentices",NA,"H",NA
"The Coalition has a strong record of backing apprentices and trainees.",NA,"411",NA
"We have delivered record levels of support to save a generation of skilled Australians, and prioritised retention and growth in trade and non-trade apprenticeships and traineeships.",NA,"411",NA
"The Morrison Government is investing a record $7.8 billion this financial year to keep apprentices and trainees in jobs and help Australians re-skill.",NA,"411",NA
"This follows a significant package of support to apprentices from the outset of the pandemic.",NA,"411",NA
"Our Supporting Apprentices and Trainees wage subsidy helped apprentices and trainees keep their jobs during COVID<92>s devastating first wave.",NA,"701",NA
"Our support has seen the number of trade apprentices currently in training rise to 220,000 <96> the highest level since records began in 1963.",NA,"411",NA
"Over 530,000 apprentices and trainees will be supported by the wage subsidies we have announced since the pandemic hit, with total pandemic apprentice wage subsidy support now reaching over $7.6 billion.",NA,"701",NA
"A re-elected Coalition Government will continue to back Australian apprentices through: Extending the highly-successful Boosting Apprenticeship Commencements Program for three months to 30 June 2022, providing employers with a 50 per cent wage subsidy for taking on a new apprentice or trainee.",NA,"411",NA
"This will take our commitment under this program to $5 billion and is expected to support 385,000 apprentices.",NA,"411",NA
"The Completing Apprenticeship Commencements program, which provides a 10 per cent wage subsidy in the second year and a 5 per cent wage subsidy in the third year.",NA,"411",NA
"This will ensure the continuation of the highest levels of in-training trades apprenticeships in decades and create a robust pipeline of skilled workers to support Australia<92>s economic recovery.",NA,"411",NA
"Investing a further $2.4 billion from 1 July 2022 to upskill apprentices through a streamlined Australian Apprenticeships Incentive System that will provide support to employers and apprentices in areas of skills need identified by the National Skills Commission.",NA,"411",NA
"Employers will be eligible for 10 per cent wage subsidies in the first two years of hiring a new apprentice and a further 5 per cent in the third year, while apprentices will be eligible for up to $5,000 in support payments.",NA,"411",NA
"Enabling eligible apprentices to access the expanded Australian Apprenticeship Support Loans to help with everyday costs of up to $21,542 over the life of the apprenticeship.",NA,"411",NA
"This will include aged care and child care workers for the first time.",NA,"504",NA
"Committing $2.8 million to increase In-Training Support by an additional 2,500 places for young Australians.",NA,"411",NA
"3. Skilling Australians",NA,"H",NA
"The Morrison Government is reforming the VET sector, ensuring greater transparency, quality reforms and increased funding of a re-designed industry-led approach.",NA,"411",NA
"This will ensure the training system is delivering the skills Australians need for high-paying jobs",NA,"411",NA
"and the skilled workforce businesses need to thrive and grow.",NA,"410",NA
"We are also committing to substantial funding increases for this reformed system.",NA,"411",NA
"A re-elected Coalition Government will: Negotiate a new National Skills Agreement with States and Territories, which would provide each jurisdiction with a major boost to funding for skills training in priority areas.",NA,"411",NA
"The Coalition Government is committing an extra $3.7 billion for skills training that could support an additional 800,000 training places.",NA,"411",NA
"Drive reforms to improve the skills system, including increasing fee transparency, strengthening the role of industry, supporting higher quality training delivery, extending the scope, reach and effectiveness of foundation skills programs, and strengthening apprenticeships.",NA,"411",NA
"The Coalition is prepared to invest more in a better training system.",NA,"411",NA
"In return, we are asking the States and Territories to target training funding to help Australians get into work",NA,"701",NA
"and help employers recruit the skilled workers they need to grow,",NA,"402",NA
"and ensure every Australian who needs literacy and numeracy help is supported.",NA,"506",NA
"Continue the JobTrainer program, in partnership with the States and Territories, which has been highly successful in skilling Australians throughout the pandemic.",NA,"411",NA
"The $2.1 billion program has created around 478,000 free or low-fee training places in areas of skills need.",NA,"411",NA
"This includes 48,000 places in aged care training.",NA,"504",NA
"Encourage small businesses to invest in the skills of their employees and train new ones through the Skills and Training Boost.",NA,"411",NA
"Small businesses with annual turnover less than $50 million can access a new bonus 20 per cent deduction for the cost of external training courses delivered by registered training providers.",NA,"402",NA
"This will apply to expenditure incurred from Budget night (29 March 2022) until 30 June 2024, providing $550 million in tax relief.",NA,"402",NA
"4. Supporting women into work, including in non-traditional trades",NA,"H",NA
"Female employment under this Government has reached record highs.",NA,"503",NA
"Of the 1.9 million jobs created under our Government, over 1.1 million of those new jobs are female workers, with female participation rates at record levels and female unemployment at its lowest level since 1974.",NA,"503",NA
"A re-elected Coalition Government will: Invest $346.1 million to support families and support women in the workforce by creating Enhanced Paid Parental Leave.",NA,"504",NA
"Up to 20 weeks of fully flexible leave will be available for eligible working families to provide increased choice in how they manage work and care.",NA,"504",NA
"The Government is also adjusting the income test to increase eligibility and further support workforce participation.",NA,"504",NA
"Commit $38.6 million to encourage more women to undertake non-traditional trade apprenticeships through in-training support and targeted mentoring services.",NA,"503",NA
"These additional services will help encourage more women to complete apprenticeships in male-dominated trades such as carpentry and construction.",NA,"503",NA
"Invest $4.7 million over five years from 2022-23 to encourage women into the manufacturing industry through networking events in metropolitan and regional areas and a mentorship program for women at all stages of their manufacturing career.",NA,"503",NA
"Provide $3.9 million to support more women into digitally skilled roles.",NA,"503",NA
"In partnership with industry, this initiative will provide mentoring and coaching to facilitate a mid-career transition into the <91>tech workforce<92>.",NA,"503",NA
"5. Employment programs",NA,"H",NA
"The Morrison Government continues to invest in Australia<92>s workforce as part of our plan for a stronger future.",NA,"701",NA
"Our employment systems, including our mutual obligation requirements, have worked to move people from unemployment and into jobs and, prior to the pandemic hitting, had reduced Australia<92>s level of welfare dependency to the lowest level in 30 years.",NA,"701",NA
"Workforce Australia will launch from 1 July this year to deliver a simple and connected service to find the best employment services pathway for jobseekers.",NA,"701",NA
"It will include a modern digital platform designed to be a single front door for all government employment and skills programs.",NA,"411",NA
"Individuals with greater needs will be supported through tailored and intensive services.",NA,"705",NA
"A re-elected Coalition Government will: Establish ReBoot, which will build life and employment skills for disadvantaged young Australians.",NA,"706",NA
"This new pre-employment program for young people aged 15-24 will help build the capacity of disadvantaged youth so they can connect with and benefit from existing youth employment programs, ensuring they are part of the economic recovery.",NA,"706",NA
"Invest $249.1 million to address workforce pressures as part of its National Care and Support Workforce Strategy.",NA,"701",NA
"Invest in the Puggy Hunter Memorial Scholarship Scheme for up to 300 training places for Aboriginal and Torres Strait Islander people in carer professions.",NA,"607.3",NA
"Provide $636.4 million to expand the Indigenous Rangers Program, which will fund more than 1,000 additional ranger jobs in regional and remote Australia.",NA,"607.3",NA
"6. Regional skills",NA,"H",NA
"Through the Coalition Government<92>s $2 billion Regional Accelerator Program, we will continue to assist in the important role of developing a skilled workforce in regional areas.",NA,"411",NA
"A re-elected Coalition Government will: Provide a boost to regional apprentices through an additional 5 per cent wage subsidy in their first year.",NA,"701",NA
"This will be on top of the 10 per cent support provided through the streamlined Australian Apprenticeships Incentive System.",NA,"701",NA
"Provide $22.6 million for more than 29,000 additional in-training support places to ensure regional apprentices have the support they need.",NA,"411",NA
"7. Skilled migrants",NA,"H",NA
"While the Coalition Government remains focused on getting as many Australians into work as possible, skilled migration has a role to play <96> particularly to support the international education and tourism sectors and to address workforce shortages.",NA,"602.2",NA
"A re-elected Coalition Government will: Ensure that skilled stream places account for around 70 per cent of the Migration program in 2022-23, increasing the number of skilled workers to around 110,000.",NA,"602.2",NA
"Continue to deliver faster, cheaper skills assessments that will acknowledge the valuable skills migrants have brought with them, and their ability to contribute to the workforce.",NA,"602.2",NA
"Our Record",NA,"H",NA
"The Australian economy and labour market has outperformed all major advanced economies.",NA,"601.1",NA
"The Morrison Government provided $314 billion in economic support during the pandemic, helping Australians get to the other side of the greatest economic shock since the Great Depression.",NA,"409",NA
"This included the JobKeeper program <96> the single biggest economic support program in Australia<92>s history.",NA,"701",NA
"The Reserve Bank of Australia says JobKeeper saved at least 700,000 jobs and Treasury said it prevented the unemployment rate from reaching 15 per cent.",NA,"701",NA
"Unlike the Labor recession of the early 1990s, the Morrison Government<92>s employment recovery was fast, saving livelihoods and protecting jobs <96> especially those of younger Australians.",NA,"701",NA
"Jobs lost following the initial 2020 lockdowns were recovered in just one year.",NA,"701",NA
"The unemployment rate recovered to pre crisis level in just over a year.",NA,"701",NA
"In the Labor recession of the early 1990s, employment took over four times as long to recover, while unemployment rose from around 6 per cent to over 11 per cent and took nearly ten years to recover.",NA,"701",NA
"Shadow Treasurer Jim Chalmers said that <93>The most important test of this Government<92>s management of the recession and its aftermath is what happens to jobs<94>.",NA,"701",NA
"There are currently 376,000 more Australians in work than before the pandemic.",NA,"701",NA
"Despite the pandemic, unemployment is at its equal lowest level since 1974, with record participation rates.",NA,"701",NA
"Youth unemployment has reached its lowest level in over 13 years",NA,"701",NA
"and there are a record 220,000 Australians in trade apprenticeships.",NA,"411",NA
"We have established the $2.1 billion JobTrainer Fund with the states and territories, providing 478,000 free or low fee training places in areas of skills need.",NA,"411",NA
"This includes 48,000 aged care training places.",NA,"504",NA
"The economy is stronger now than when Labor left office.",NA,"410",NA
"Taxes are lower.",NA,"402",NA
"Funding for schools and hospitals has been guaranteed",NA,"504",NA
"and life-saving medicines are again being subsidised.",NA,"504",NA
"Australian exports are at record levels, boosted by trade deals that have provided Australian exporters with duty-free or preferential access to consumers in the world<92>s fastest-growing regions.",NA,"407",NA
"Our farmers and rural communities are being supported.",NA,"703.1",NA
"Almost 1.9 million jobs have been created and the unemployment rate has fallen to 4 per cent and will decline further to have a 3 in front of it.",NA,"701",NA
"The underemployment rate is also at its lowest level in over 13 years.",NA,"701",NA
"Wages growth is forecast to rise at the fastest pace in almost a decade as the labour market tightens,",NA,"701",NA
"and the Government has taken steps to provide cost of living relief to households.",NA,"409",NA
"Our plan continues this record of strong economic and jobs growth.",NA,"410",NA
"The Risk of Labor",NA,"H",NA
"There is a clear choice at this election.",NA,"305.1",NA
"A choice between the Coalition Government that is delivering a strong economy or the Labor Party that would weaken our economy.",NA,"410",NA
"A choice between the Coalition Government that is responsible with the nation<92>s finances or the Labor Party that can<92>t manage money.",NA,"410",NA
