"text","text_en","cmp_code","eu_code"
"PROTECTING OUR ENVIRONMENT",NA,NA,NA
"Our natural world, our fragile, complex and interconnected environment, is under increasing pressure from habitat loss, climate change, pollution, resource extraction and inappropriate development.",NA,"501",NA
"More and more endangered species are moving closer to extinction, and we are losing the precious places that are close to our hearts and identity.",NA,"501",NA
"Our world has changed.",NA,"501",NA
"It is now warmer and wetter than it was because of accelerating global warming.",NA,"501",NA
"This affects people and nature in many ways, from sea-level rise and more intense storms, heatwaves and bushfires, to the spread of disease and the survival of species.",NA,"501",NA
"Where food can and cannot be grown is changing.",NA,"501",NA
"We are living in the critical decade to keep global warming to less than 2˚C.",NA,"501",NA
"That’s why acting on climate change is critical to protecting our natural world so that it can nurture us.",NA,"501",NA
"The Greens support an ambitious greenhouse gas reduction target of net carbon zero by 2050 and a rapid transition to a clean energy economy driven by renewable energy.",NA,"416",NA
"TOO PRECIOUS TO LOSE",NA,NA,NA
"• The Great Barrier Reef is under threat like never before and only the Greens are standing up for its survival.",NA,"501",NA
"• The Kimberly requires ongoing vigilance to stop industrialisation of one of the worlds most remarkable environments.",NA,"501",NA
"• The Leadbeater possum needs its last remaining habitat protected by the establishment of a national park.",NA,"501",NA
"• Koalas in New South Wales and Queensland need their habitats protected from logging and development.",NA,"501",NA
"• The Tarkine must be protected from mining to protect one of the world’s last great wilderness areas.",NA,"501",NA
"• Kangaroo Island and the blue whales that feed around it need to be protected from offshore petroleum extraction.",NA,"501",NA
"STRONGER NATIONAL ENVIRONMENT LAWS",NA,NA,NA
"Labor and Tony Abbott are ganging up to make our national environment laws weaker.",NA,"501",NA
"Our national environment laws are already failing to protect precious places like the Great Barrier Reef, the Tarkine, the Coorong and our Great Artesian Basin.",NA,"501",NA
"But both Labor and Tony Abbott’s Coalition have pursued plans to water down John Howard’s environment laws and give up Commonwealth responsibility for protecting the environment, by handing back powers to the states.",NA,"501",NA
"State governments can’t be trusted to look after our precious places.",NA,"302",NA
"They reap the profits of mining and development.",NA,"302",NA
"The money they get from allowing these developments or logging to go ahead often makes them turn a blind eye to water, air and soil contamination, and species extinction as the perilous plight of the Leadbeater’s possum and the koala demonstrate.",NA,"302",NA
"Not only does Tony Abbott want to put state governments in complete control of the national environment, he announced in July that he would slash state environment protections as well.",NA,"501",NA
"The Greens will vote against any attempt by the old parties to weaken environmental protection, and, unlike Labor, we will stand up against Tony Abbott’s plan to hand national environmental law to the states.",NA,"501",NA
"The Australian Greens will strengthen our national environmental laws so that they actually protect our natural heritage, our air, water and soils and will see our biodiversity flourish.",NA,"501",NA
"We will halt any further extinction of our unique wildlife and save our ancient landscapes for generations to come by:",NA,"501",NA
"retaining federal veto powers over damaging developments, and ensuring transparent decision-making processes with independent scientific evidence, greater opportunities for community consultation and reasons provided for all decisions",NA,"501",NA
"ensuring climate, forestry and water impacts are covered by our environmental laws, and for cumulative impacts to be considered, rather than projects in isolation",NA,"501",NA
"allowing the merits of decisions to be challenged in court by the community, with protection from court costs for public interest cases",NA,"501",NA
"resourcing ongoing monitoring, enforcement and evaluation of the impacts of decisions.",NA,"501",NA
"PAST ENVIRONMENT WINS COULD BE LOST",NA,NA,NA
"Many major environmental wins in the past have occurred when the Australian Government overturned a bad development decision by a state government.",NA,"302",NA
"Traveston Dam, the Franklin River, drilling for oil in the Great Barrier Reef and cattle grazing in the Alpine Park are all examples of the federal government using its powers to stop state governments from destroying precious places.",NA,"302",NA
"We can’t leave protecting Australia’s environment up to the states.",NA,"302",NA
"NATIONAL PARKS",NA,NA,NA
"Despite their name, national parks are not protected by national laws.",NA,"302",NA
"That means they are vulnerable to moves by state governments to allow shooting, logging, grazing and development inside national park boundaries.",NA,"302",NA
"The Greens want national parks protected by national laws.",NA,"501",NA
"Australia’s national parks are home to unique wildlife and t heir precious habitat.",NA,"501",NA
"As our cities expand, national parks have become refuges critical for the survival of threatened species.",NA,"501",NA
"Including national parks under national environmental laws would mean the federal Environment Minister could step in and protect our national parks from environmentally damaging activities.",NA,"501",NA
"GREAT BARRIER REEF IN PERIL",NA,NA,NA
"The Great Barrier Reef is a World Heritage icon and a national treasure.",NA,"501",NA
