"text","text_en","cmp_code","eu_code"
"SPEECH TO COALITION CAMPAIGN LAUNCH",NA,NA,NA
"By John Anderson",NA,NA,NA
"Deputy Prime Minister",NA,NA,NA
"Leader of The Nationals",NA,NA,NA
"Brisbane, 26 September 2004",NA,NA,NA
"Mark Vaile and I, as Deputy Leader and Leader of The Nationals, are delighted and honoured to be here in this great city in this great State to launch the Liberal-National Party Coalition’s campaign for re-election, jointly with the Deputy Leader of the Liberal Party and of course the Leader of the Liberal Party, the Prime Minister of Australia.",NA,NA,NA
"It is our unshakeable belief that the government we are privileged to help lead is the stronger because it is a Coalition.",NA,"305",NA
"And we are equally unshakeable in our belief that the team you see, together, before you today is the better team to take our nation forward over the next three years.",NA,"305",NA
"Peter Costello – let me say how much I’ve enjoyed working with you in government over the past eight-and-a-half years.",NA,"305",NA
"Let me record my respect for you, for your competency, and your commitment to Australians, and let me acknowledge the crown you’ve surely earned as Australia’s best-ever Treasurer.",NA,"305",NA
"The outstanding economic management of the past eight and a half years - the lowest inflation in decades, the lowest interest rates in decades, the lowest transport and waterfront costs ever in real terms - has been totally critical to the survival of countless farms and small businesses during the worst drought in 100 years.",NA,"305",NA
"As Warren Truss points out, serious as it has been, the damage wreaked by this drought has been much less serious than the devastation of the 90s drought, when farmers and small businesses in the country were paying more than 20 percent interest rates.",NA,"414",NA
"Remember them?",NA,"414",NA
"Don’t ever forget who gave them to you.",NA,"305",NA
"In those days the major tenant in the main streets of our regional towns was someone called “For Lease”.",NA,"410",NA
"Over our time in office no less than 440,000 new jobs have been created in regional Australia.",NA,"410",NA
"Unemployment is down from 9.3 percent in March 1996 to 6.1 percent today, compared with 5 percent in the cities.",NA,"410",NA
"We aim to bring it down still more.",NA,"408",NA
"Country Australians will never be forgotten Australians while we are in government.",NA,"703",NA
"We’ve not forgotten them as we have tackled big policy issues like water and transport infrastructure and trade and the future of agriculture.",NA,"703",NA
"The National Water Initiative coupled with the $2 billion water package announced by the Prime Minister and I in Adelaide two weeks ago restores certainty and security in water management for the environment and for water users.",NA,"404",NA
"The money will help us do so much more, so much better, on the driest inhabited continent on earth, where the residents use more water per year than anyone else in the OECD.",NA,"416",NA
"Australia will see the equivalent of two Snowy Mountain Schemes in road and rail nation building over the next five years.",NA,"411",NA
"We can invest $12.5 billion because we have managed the economy properly.",NA,"414",NA
"Mark Vaile’s work on the Australia-US Free Trade Agreement sees him earn his place with John McEwen, who secured the Australia-Japan Pact in 1957.",NA,"407",NA
"Like Black Jack, Mark Vaile could see the jobs that his trade agreement would bring",NA,"407",NA
"– while the Australian Labor Party was blind to the opportunities.",NA,"305",NA
"Warren Truss with the Agriculture Advancing Australia initiative, through programmes like Farm Management Deposits, FarmBiz and his vital sugar assistance package, has developed clear pathways for the future for those who grow our food and fibre.",NA,"703",NA
"We went into office in 1996 with a vision.",NA,"305",NA
"It’s a vision that we still hold to now:",NA,"305",NA
"• to restore the regional services that had withered under Labor;",NA,"411",NA
"• to encourage new businesses and industries into our regional towns and cities;",NA,"402",NA
"• to help rebuild regional communities so they were once again places where we could not only bring up our children in safety, but also offer our young adults a secure and rewarding future; and",NA,"606",NA
"• to give the people of regional Australia the power to make their own decisions about what is best for them and to give them the tools to do it.",NA,"301",NA
"And because we are practical people in The Nationals, it has been a practical vision – with practical outcomes.",NA,"305",NA
"We found a new way to give country people an effective mobile phone service,",NA,"411",NA
"after the Labor Government’s disastrous and cynical decision to close the analogue mobile phone network.",NA,"305",NA
"We have helped small centres restore the government, financial and community services lost in the Labor years by helping them set up rural transaction centres.",NA,"411",NA
"And we have made sure that local people – not bureaucrats in Canberra – choose the services that local people get.",NA,"301",NA
"We have ensured that universities take more country kids into their medical schools, because we know that country kids are more likely to return to the regional Australia they grew up in, and become country doctors and nurses.",NA,"706",NA
"We have made sure that Australian Government money to improve local roads is paid direct to local government, so that local councils can apply their own local priorities.",NA,"301",NA
"And we rewrote the rules for regional development programmes to forge a partnership between Commonwealth and community, because we know that the best solution to a local problem is the solution that local people find and support.",NA,"301",NA
"There is now a real sense of resurgence in many country towns and communities.",NA,"410",NA
"The “For Lease” signs are coming down and being replaced by new business names as people are encouraged by a stable and growing economy to get out and have a go.",NA,"410",NA
"There are new industries, more jobs, better jobs, and towns are again looking neat and proud and their business centres more vibrant.",NA,"410",NA
"The revitalisation of regional Australia is also encouraging people to stay in regional Australia.",NA,"410",NA
"Three weeks ago, I met a young couple living and working in Gladstone.",NA,"410",NA
"They have just bought their first home with the help of this Government’s first-home owners’ scheme,",NA,"401",NA
"and are planning a family.",NA,"603",NA
"Buying a house is a big commitment and for this couple it is not just a financial commitment, but a commitment to Gladstone as well.",NA,"606",NA
"They have made a decision to stay in their regional city.",NA,"606",NA
"The low mortgage interest rates flowing from this government’s policies played a big part in their decision to buy a house; and their confidence in the economic future of Gladstone underwrites their decision to stay.",NA,"414",NA
"They have a lot at stake.",NA,"305",NA
"Gladstone and Charters Towers here in Queensland, Murwillumbah and Ballina in NSW, Sale and Bairnsdale in Victoria – the whole of regional Australia – has a lot at stake in this election.",NA,"305",NA
"Because all the good work and progress that this government has achieved for regional Australia is under threat from a Latham Labor government.",NA,"305",NA
"The Nationals have achieved a lot for regional Australia because we have been a strong and hard-working responsible coalition partner with the Liberal Party.",NA,"305",NA
"I know how coalitions work, and I know what can be done.",NA,"305",NA
"What concerns me is the possibility of the future of regional Australia being in the hands of a different sort of Coalition – an alliance between a Latham Labor government and Bob Brown’s Greens.",NA,"305",NA
"This is an alliance that would remove the certainty of economic management that underpins Australia’s low interest rate, low inflation economy,",NA,"305",NA
"and would drive up the cost of home ownership and business investment in every regional city and country town.",NA,"414",NA
"It is an alliance that would be held hostage to radical green environmental agendas, and would undermine the investment in our minerals industries that is the basis of regional economies like that of Gladstone –",NA,"410",NA
"where our young couple is about to start a family.",NA,"603",NA
"It would blame farmers for growing food,",NA,"703",NA
"and rob them of the water they use to provide our cities with the freshest and best value food in the world.",NA,"703",NA
"Labor states and territories would feel free to plunder the Commonwealth purse to prop up their own failed budgets",NA,"301",NA
"while continuing their mismanagement of our public hospitals and public schools",NA,"305",NA
"- or, in the case of regional Australia, to simply close the hospitals and schools and walk away.",NA,"504",NA
"And it is an alliance that would undermine the family and social values that country people – I believe most Australians – hold dear, by dangerous social experimentations in drug policy.",NA,"603",NA
"Ladies and gentlemen, Labor’s pronouncements in this election campaign have shown that a Latham Labor government would be one that has forgotten what governments should be about:",NA,"305",NA
". to ensure the country is secure,",NA,"104",NA
".. to manage the economy properly,",NA,"414",NA
".. ensure that the needy are cared for",NA,"504",NA
".. – and then to get out of the way and allow Australians families and businesses to get on with it.",NA,"401",NA
"This is a truth that The Nationals and the Coalition have not forgotten, and will not forget.",NA,"305",NA
"My particular vision for a fourth term in government, and the task I give my party as a partner in Coalition with the Liberal Party, is to ensure that our regional cities and country towns and communities obtain the services and infrastructure they need to build on their renewed foundations and realise the promise of their future.",NA,"411",NA
"This vision presents us with significant challenges but The Nationals are determined to meet them.",NA,"305",NA
"This will be a term when we will complete the business of ensuring that city and country people have comparable services.",NA,"503",NA
"We should never accept – and The Nationals will not accept – that the answer to the problem of providing services to regional Australia is to give up: to either remove services or to simple not offer them in the first place.",NA,"411",NA
"All too often, that has been the solution applied by Labor state governments.",NA,"305",NA
"That must not be our answer, because that means there would be a great divide in our nation:",NA,"606",NA
". a city Australia enjoying all the benefits of a successful and growing modern economy;",NA,"606",NA
".. and a regional Australia constantly lagging behind",NA,"606",NA
"and deprived of the proper rewards for its contribution to the nation.",NA,"503",NA
"The real answer lies in two parts.",NA,"301",NA
"The first is to work with regional communities in identifying specific problems and finding specific answers.",NA,"301",NA
"On Friday, I announced a substantial expansion to our regional policy.",NA,"301",NA
"We continue to listen to regional Australians and to put their needs into action.",NA,"202",NA
"We have listened to the needs of families in isolated and remote areas who are struggling with the growing cost of educating their children, and will provide significant additional help with the costs of hostels, remote education, and boarding fees.",NA,"506",NA
"And we will help small rural communities to build medical centres, and expand Medicare so there are more practice nurses carrying out preventive health checks",NA,"504",NA
"– particularly for rural women.",NA,"706",NA
"The second part of the answer for regional Australia is to continue to get the national economy right.",NA,"414",NA
"The best policies any government can give regional Australia are:",NA,NA,NA
"• Low interest rates,",NA,"408",NA
"• Low inflation, and",NA,"414",NA
"• Low unemployment",NA,"408",NA
"In this uncertain world, I would add a fourth to that list: national security.",NA,"104",NA
"On all counts, this government and this Liberal-National Coalition has performed very well in delivering these policies for regional Australia.",NA,"305",NA
"Rebuilding and securing Australia’s national economy has not been an easy task and, particularly in the early years, has required tough decisions that have not always been popular.",NA,"305",NA
"My Nationals team has stayed the course, because we knew how vital it was to get the job done",NA,"305",NA
"It has required dedication and teamwork from National and Liberal Ministers, Members and Senators.",NA,"606",NA
"It could not have been achieved without a strong Coalition partnership – and it could not have been done without the understanding and support of the man I am about to introduce.",NA,"305",NA
"This is a man of great leadership, a man of conviction, with the courage to do what he knows is right rather than just what happens to be popular – and the determination to see it through.",NA,"305",NA
"He is a man who takes counsel readily, but brings his own wisdom and sound judgement to the matters of the day.",NA,"305",NA
"A man who doesn’t flinch when the going gets tough.",NA,"305",NA
"Australia is fortunate to have such a man leading this government, and it is my great pleasure to invite him forward: the Prime Minister of Australia, John Howard",NA,"305",NA
