"text","text_en","cmp_code","eu_code"
"Principles",NA,NA,NA
"The Australian Greens believe that:",NA,NA,NA
"human beings are part of the natural world, and all forms of life on Earth deserve our respect.",NA,"501",NA
"human society depends upon the ecological resources of the planet, and we therefore must protect and maintain the integrity of its ecosystems.",NA,"501",NA
"Australians as global citizens have a duty of care to manage our unique natural environment and its resources, to ensure their ongoing sustainability for future generations, and to help protect the ecological integrity of our planet.",NA,"501",NA
"the precautionary principle must be adopted in order to secure the continued availability of the resources of the planet for present and future generations.",NA,"501",NA
"the cultural knowledge of the indigenous peoples of the world as the original custodians of land and sea must be recognised.",NA,"503",NA
"land and sea country rights of Aboriginal and Torres Strait Islander peoples must be supported.",NA,"503",NA
"climate change is real, urgent and the greatest threat facing the global environment at the beginning of the 21st century.",NA,"501",NA
"climate change will increase the intensity and frequency of bushfires; scientifically-based,",NA,"501",NA
"ecologically appropriate use of fire is an important means to protect biodiversity and manage habitat effectively",NA,"501",NA
"Goals",NA,NA,NA
"The Australian Greens want:",NA,NA,NA
"a society which lives within the ecological and resource limits of the planet.",NA,"501",NA
"a curtailing of the use of natural resources so sufficient resources are left for future generations.",NA,"501",NA
"an equitable distribution of global resources that delivers sustainable and meaningful prosperity for all current and future generations.",NA,"501",NA
"an improved quality of life for all Australians, with a reduction in the material consumption that contributes to the degradation of the planet.",NA,"501",NA
"to encourage the participation of local communities in the planning and implementation of strategies to protect and manage the environment.",NA,"202",NA
"to work with Aboriginal and Torres Strait Islander peoples to protect and restore our country.",NA,"301",NA
"a quantitative reduction in greenhouse gas emissions of sufficient scale to minimise climate change.",NA,"501",NA
"an effective and sustainable strategy for fuel-reduction management that will protect biodiversity and moderate the effects of wildfire for the protection of people and assets.",NA,"501",NA
"Measures",NA,NA,NA
"The Australian Greens will:",NA,NA,NA
"use the Commonwealth‟s powers to protect and enhance Australia‟s environment and heritage.",NA,"501",NA
"establish a national Ecological Sustainability Commission to focus on issues of ecological integrity.",NA,"501",NA
"ensure that all responsibilities under international environmental treaties to which Australia is a signatory are clearly defined in national legislation.",NA,"107",NA
"promote globally sustainable development through support for a World Environment Organisation, combining the United Nations Environment Program (UNEP), the United Nations Development Program (UNDP) and the Global Environment Facility (GEF).",NA,"416",NA
"ensure that ecological and environmental principles are included in primary and secondary school curricula.",NA,"501",NA
"provide incentives to individuals and businesses to promote sustainability, while phasing out tax breaks, subsidies and other government policies that stimulate waste, pollution and environmental degradation.",NA,"501",NA
"ensure that Australia‟s reserve systems are comprehensive, adequate and representative of all of our unique ecosystems.",NA,"501",NA
"adopt a continent-wide approach to protection and restoration of Australia‟s natural environment, its rivers, wild lands and marine ecosystems, including the protection of old growth and high conservation value forests and their wildlife.",NA,"501",NA
"require Australian companies operating overseas to comply with Australian environmental standards.",NA,"501",NA
"phase out the use of persistent and bio-accumulative chemicals, and prevent the release of hazardous chemicals into the environment and rehabilitate affected environments where possible.",NA,"501",NA
"strengthen the system of biosecurity to prevent the introduction of pest plants and animals, and diseases.",NA,"501",NA
