"text","text_en","cmp_code","eu_code"
"Our Plan",NA,"H",NA
"In this very uncertain world, Australia needs political stability and a strong economic plan for jobs and families.",NA,"305.6",NA
"Australia is transitioning from the mining construction boom to a new and more diverse economy.",NA,"411",NA
"The Coalition’s Plan for a Strong New Economy is supporting this transition.",NA,"411",NA
"Our Plan will provide growth, jobs and a secure future for Australian families.",NA,"410",NA
"ISSUE 01",NA,"H",NA
"A Strong New Economy",NA,"H",NA
"In this very uncertain world, Australia needs a strong economic plan for jobs and families.",NA,"305.6",NA
"Australia is transitioning from the mining construction boom to a new and more diverse economy – fuelled by innovation",NA,"411",NA
", the opening of new markets and more investment in Australian enterprise.",NA,"401",NA
"The Coalition’s Plan for a Strong New Economy is supporting this transition.",NA,"305.1",NA
"Our Plan will provide growth, jobs and a secure future for Australian families through:",NA,"410",NA
"An innovation and science programme bringing more great Australian ideas to market",NA,"411",NA
", providing tax incentives to invest in start-up businesses",NA,"402",NA
"and helping prepare our children for the jobs of the future by boosting participation in science, technology, engineering and maths (STEM).",NA,"411",NA
"A defence industry plan that will secure the nation",NA,"104",NA
"and supports innovative Australian companies.",NA,"402",NA
", local advanced manufacturing and hi-tech jobs, particularly in regional Australia",NA,"701",NA
"Export trade deals to generate new business opportunities, give our farmers a competitive edge and open doors into expanding markets for our service industries.",NA,"402",NA
"Tax cuts and incentives for small businesses and hard working families.",NA,"402",NA
"A sustainable budget with crackdowns on tax avoidance and loopholes.",NA,"414",NA
"Guaranteed funding for health,",NA,"504",NA
"education",NA,"506",NA
"and roads",NA,"411",NA
"The restoration of the rule of law in the construction industry by re-establishing the Australian Building and Construction Commission.",NA,"702",NA
"We are restoring honesty and fairness to the workplace relations system.",NA,"702",NA
"Our Plan will deliver the benefits of a growing economy and a better community to all Australians.",NA,"410",NA
"Our Plan will deliver a strong new economy with more than 200,000 new jobs for Australian workers.",NA,"701",NA
"Our Economic Plan is seeing results:",NA,"305.1",NA
"The Australian economy is growing at 3% a year – faster than any of the G7 economies.",NA,"410",NA
"Around 300,000 new jobs were created last year, the strongest growth in employment since 2007.",NA,"701",NA
"But there is more work to do to continue the successful transition of our economy.",NA,"404",NA
"That’s why the Coalition is directing every lever of policy to secure our nation’s prosperity and economic security for the 21st century.",NA,"404",NA
"ISSUE 02",NA,"H",NA
"Innovation and Science Agenda",NA,"H",NA
"The Turnbull Government’s National Innovation and Science Agenda will help create a strong new economy with more jobs, by investing in the talents and ideas of the Australian people.",NA,"410",NA
"The Coalition is investing $1.1 billion to incentivise innovation and entrepreneurship and help bring more great Australian ideas to market, by:",NA,"402",NA
"Providing tax incentives to encourage investment in innovative start-ups so they can survive and thrive;",NA,"402",NA
"Attracting more venture capital investment into high potential start-ups;",NA,"402",NA
"Making it easier for aspiring entrepreneurs to access crowd-sourced equity funding;",NA,"402",NA
"Helping small businesses attract world-class staff by improving employee share schemes; and",NA,"402",NA
"Providing long-term funding certainty for cutting-edge, national research infrastructure.",NA,"411",NA
"The Agenda will also help prepare our children for the jobs of the future by boosting participation in science, technology, engineering and maths (STEM) in schools.",NA,"411",NA
"The National Innovation and Science Agenda focuses on four priority areas:",NA,"402",NA
"Culture and capital – to help businesses embrace risk and incentivise early stage investment in start-ups;",NA,"402",NA
"Collaboration – to increase the level of engagement between businesses, universities and the research sector to commercialise ideas and solve problems;",NA,"402",NA
"Talent and skills – to train Australian students for the jobs of the future and attract the world’s most innovative talent to Australia; and",NA,"411",NA
"Government as an exemplar – leading by example in the way it invests in and uses technology and data to deliver better quality services.",NA,"411",NA
"For more details about specific measures, click here.",NA,"000",NA
"LINK: https://www.liberal.org.au/innovation",NA,"000",NA
"The National Innovation and Science Agenda",NA,"H",NA
"There has never been a more exciting time to be an Australian.",NA,"601.1",NA
"Advances in technology are transforming just about every part of our lives, from the way we work to the way we communicate and access services.",NA,"411",NA
"Innovation and science are critical for Australia to deliver new sources of growth, maintain high-wage jobs and seize the next wave of economic prosperity.",NA,"411",NA
"Innovation is about new and existing businesses creating new products, processes and business models.",NA,"401",NA
"It is also about creating a culture that backs good ideas and learns from taking risks and making mistakes.",NA,"401",NA
"Innovation is important to every sector of the economy – from ICT to healthcare, education to agriculture, and defence to transport.",NA,"411",NA
"It is about tech entrepreneurs working on the latest product",NA,"401",NA
"but, equally, about farmers using sensor technology to improve yields",NA,"703.1",NA
"or a business bringing new products to market.",NA,"401",NA
"Innovation keeps us competitive.",NA,"411",NA
"It keeps us at the cutting edge.",NA,"401",NA
"It creates jobs.",NA,"701",NA
"And it will keep our standard of living high.",NA,"601.1",NA
"Australia is well-placed to take advantage of the opportunities presented by these exciting times.",NA,"601.1",NA
"But to succeed, there are areas where we need to improve.",NA,"411",NA
"The National Innovation and Science Agenda will focus on four key pillars:",NA,"411",NA
"Culture and capital",NA,"402",NA
"Collaboration",NA,"404",NA
"Talent and skills",NA,"411",NA
"Government as an exemplar",NA,"411",NA
"Together these pillars provide a framework for Australian innovation policy.",NA,"411",NA
