"text","text_en","cmp_code","eu_code"
"Health Reform",NA,NA,NA
"A Healthy System for the 21st Century",NA,NA,NA
"For more information on the National Health and Hospitals Network click here.",NA,NA,NA
"The Gilllard Labor Government is delivering a National Health and Hospitals Network, to provide better health and better hospitals for Australian working families.",NA,"504",NA
"This is the most significant reform to Australia’s health and hospitals system since the introduction of Medicare",NA,"504",NA
"It will make sure more hospital beds are available, there are more doctors and nurses, and it is easier to receive high quality GP and primary care services close to home.",NA,"504",NA
"From July 1 this year, the Gillard Labor Government began delivering $7.3 billion in investments over the next five years to provide: ",NA,"504",NA
"1,300 new sub-acute hospital beds",NA,"504",NA
"Emergency department waiting times capped at four hours;",NA,"504",NA
"Elective surgery delivered in clinically recommended times for 95 per cent of Australians;",NA,"504",NA
"Training for 6,000 more doctors, including doubling the number of GPs trained every year;",NA,"504",NA
"Better support for nurses working in GP and primary care, aged care and mental health;",NA,"504",NA
"A national after hours GP service – with a 24 hour hotline that provides GP advice and can arrange a follow-up visit in your local community;",NA,"504",NA
"Support to upgrade around 425 GP practices and health clinics across the country – so that GPs can expand their facilities and locate more services in a single community location.",NA,"504",NA
"Support for 2,500 additional aged care beds;",NA,"504",NA
"A personally controlled electronic health record for every Australian that wants one;",NA,"504",NA
"new investments in prevention, including tough new action to tackle smoking; and",NA,"504",NA
"new investments in mental health services, with 20,000 extra young people per year to get assistance.",NA,"504",NA
"The Government’s National Health and Hospitals Network will be funded nationally and run locally.",NA,"504",NA
"It will mean that Australian working families are no longer shunted from one system funded by the State Government to another funded by the Australian Government.",NA,"504",NA
"Under this reform, the Australian Government will: ",NA,NA,NA
"become the dominant funder of public hospitals - funding 60 per cent of the nationally efficient price of public hospital services for public patients",NA,"504",NA
"fund 60 per cent of buildings, equipment, teaching and training costs in public hospitals",NA,"504",NA
"takeover funding for GP and primary care",NA,"504",NA
"takeover funding for aged care",NA,"504",NA
"This new National Health and Hospitals Network will also give hardworking doctors and nurses more say in the way their local health and hospital services are run, through Local Hospital Networks and new primary health care organisations.",NA,"504",NA
"Without essential reforms, spiralling health costs would have consumed entire revenue raised by states and territories.",NA,"000",NA
"To ensure the system’s funding is sustainable into the future, the Labor Government will provide a minimum of $15.6 billion in top-up funds for public hospitals over the next decade.",NA,"504",NA
"Taking action now will ensure we can manage the health challenges of the 21st Century, such as obesity and diabetes.",NA,"504",NA
"Labor will make sure our health system can serve the needs of all Australians, no matter where they live, and irrespective of their income.",NA,"504",NA
"We are committed to building a health system that, from the maternity ward to the aged care home, focuses on keeping people healthy and in their own homes and communities for as long as they desire, and ideally out of hospital.",NA,"504",NA
"Some Key Achievements: ",NA,NA,NA
"We’ve increased hospitals funding by over 50 per cent",NA,"504",NA
"We have taken action that has seen record number of Australians getting their elective surgery on time, with more than 76,000 elective surgery procedures delivered in the last two years and over 125 hospitals receiving new elective surgery equipment and operating theatres.",NA,"504",NA
"We are injecting $1.5 billion in public hospital emergency departments – this has already seen more than 35 emergency departments receive upgrades and will expand capacity to rollout a new four hour cap on emergency department waiting times.",NA,"504",NA
"We are expanding the number of hospital beds, with a record investment to build 1,300 new sub-acute hospital beds",NA,"504",NA
"We are taking action to address dire workforce shortages - a legacy of the Howard Government.",NA,"504",NA
"  We are doubling the number of GP training places to 1,200 a year by 2014 and will fund training for over 1,000 new nurses each year.",NA,"504",NA
"We are delivering on our commitment to build 31 GP Super Clinics that locate a range of services in one convenient location – and have added an additional 5 communities that will benefit.",NA,"504",NA
"We said we would build a health system to serve future generations, which is why we established the Health and Hospitals Fund to make long-term, inter-generational investments in our national health infrastructure.",NA,"504",NA
"This fund has invested $3. 2 billion in 32 projects around the country",NA,"504",NA
"We are investing $2 billion into building a world class cancer care system – including building regional cancer centres to make it easier for Australians to receive the care they need close to home.",NA,"504",NA
"We have committed to closing the unacceptable life expectancy gap for Indigenous Australians within two generations and backed this up with an investment of $1. 6 billion in an Indigenous health national partnership",NA,"504",NA
"We have delivered more than 850,000 dental check-ups to teenagers under the Medicare Teen Dental Plan.",NA,"504",NA
"We are providing more attractive incentives and retention bonuses for doctors to work in rural and regional Australia, because we know that these areas are the lifeblood of Australia",NA,"504",NA
"We have increased aged care places by more than 10,000 - including 838 new transitional care places to help up to 6,285 older Australians leave hospital sooner each year",NA,"504",NA
"We have cut binge drinking, by closing the tax loophole that saw alcopop sales soar and implementing a $103 million binge drinking strategy.",NA,"504",NA
"This has seen alcopops consumption fall by 30 per cent",NA,"504",NA
"We are rolling out preventative health programs in schools, workplaces and communities across the country.",NA,"504",NA
"More doctors and nurses for Emergency Departments",NA,"504",NA
"A Gillard Labor Government will train more emergency doctors and nurses, so hospitals have the frontline staff they need to ensure that every Australian gets emergency treatment within the four hour national target.",NA,"504",NA
"Federal Labor will invest $96 million in a comprehensive package to deliver more and better qualified emergency doctors, nurses and support staff.",NA,"504",NA
"This package will:",NA,NA,NA
"Deliver 270 more specialist doctors that are trained in emergency medicine over the next decade.",NA,"504",NA
"Support up to 2,000 more emergency nurses and nurse practitioners over the next decade.",NA,"504",NA
"Support 1,000 student nurses over the next decade to gain experience in Emergency Departments as part of their education.",NA,"504",NA
"Support supervisors to train and up skill GPs and other doctors in outer suburban and rural areas, where specialist emergency doctors aren’t always available.",NA,"504",NA
"Provide training to improve the skills of support staff in Emergency Departments – so that specialist emergency doctors and nurses can focus on their job.",NA,"504",NA
"Mental health: taking action to tackle suicide",NA,"504",NA
"Suicide is a tragedy – for individuals, for families, and for communities in which someone has taken their own life.",NA,"504",NA
"More than 2000 Australians take their lives every year.",NA,"504",NA
"A re-elected Gillard Labor Government will redouble our national efforts to prevent the tragedy of suicide in order to reduce the tragic toll it imposes on individuals, families and communities.",NA,"504",NA
"The Government will invest $276.9 million over four years to:",NA,"504",NA
"Provide more services to those at greatest risk of suicide – including psychology and psychiatry services, as well as non-clinical support to assist people with severe mental illness and their carers with their day-to-day needs.",NA,"504",NA
