"text","text_en","cmp_code","eu_code"
"Australia",NA,"H",NA
"Since inception, Australia has been built upon the advancement of individual's rights and freedoms.",NA,"201.1",NA
"Katter's Australian Party believes it is the role of government to create and implement policy that advances individual’s rights and freedoms",NA,"201.1",NA
", and overall, maintains the Australian lifestyle and national identity.",NA,"601.1",NA
"KAP believes government must make an additional, concerted effort to protect Australian sovereignty and independence.",NA,"109",NA
"In order to consistently achieve this, KAP seeks to maintain democratic representation federally, and support and propose policy that seeks to create opportunity in areas of education",NA,"506",NA
", employment",NA,"701",NA
", infrastructure",NA,"411",NA
"and local business.",NA,"402",NA
"For further details regarding KAP's position on contemporary issues, please refer to our policy stances:",NA,"H",NA
"Asylum seekers and border protectionClimate and EnvironmentEducationEnergyEssential public assets and infrastructureFirst AustraliansManaging public services commerciallyProtecting Australian jobs and Australian businessRural affairs and agricultureSmall business",NA,NA,NA
"Asylum seekers and border protection",NA,"H",NA
"Australia is a nation of migration.",NA,"607.1",NA
"Our first Australians migrated here some forty thousand years ago.",NA,"607.1",NA
"Since then we have seen our nation build on a diverse heritage of cultures that has contributed to our proud nation.",NA,"607.2",NA
"Our immigrant heritage is quintessential to being Australian.",NA,"607.2",NA
"It is not necessary to have been born in Australia to be Australian and it would be hypocritical to suggest that any person is undeserving of Australian citizenship simply because he or she wants a better life.",NA,"607.2",NA
"However, there needs to be a process of immigration that is fair to all who want to come to Australia and at the same time does not undermine the social or economic fabric of the nation.",NA,"601.2",NA
"Creating a framework that respects the rights and needs of people who seek to become Australians, to enjoy the lifestyle we largely take for granted, while preserving that lifestyle competitively for our own citizens, is perhaps one of the most perplexing issues we face as a nation.",NA,"601.2",NA
"It is a delicate balance of performing our humanitarian responsibility to those who are less fortunate than us without compromising our own existence.",NA,"601.2",NA
"This issue challenges the very notion of what it is to be Australian in the land of opportunity without a discriminatory class system.",NA,"601.1",NA
"“For those who’ve come across the seas we’ve boundless plains to share” Australian National Anthem.",NA,"602.2",NA
"The increasing trend toward illegal entry by boat, primarily via Indonesia, is problematic for three reasons: Firstly, the risk to life in making the perilous journey to Australia in barely seaworthy vessels is profound and unacceptable to both the migrants and the defence personnel deployed to intercept them.",NA,"201.2",NA
"The humanitarian implications of this situation are very publicly on display and public policy failures are impacting on Australia’s humanitarian reputation internationally and domestically.",NA,"201.2",NA
"Secondly, the sheer number of people trying to enter Australia is placing an unmanageable burden on Australia’s systems to receive, shelter and process these people.",NA,"601.2",NA
"Again, the humanitarian implications of this situation are very publicly on display and public policy failures are impacting on Australia’s humanitarian reputation internationally and domestically.",NA,"201.2",NA
"Thirdly, the ease of entry and inability to process the asylum seekers adequately is now posing an unmanageable national security risk with evidence mounting that undeserving and undesirable individuals are being inappropriately assessed and managed by immigration and security personnel.",NA,"605.1",NA
"Australian citizens are being forced to fund the entire program of interception, processing, transport and repatriation either in Australia or elsewhere.",NA,"601.2",NA
"In addition, national security is increasingly under pressure and the opportunity for entry by undesirables and the implications for Australian citizens if they are successful are profound.",NA,"605.1",NA
"Genuine asylum seekers are being caught up in a wave of irregular maritime arrivals and Australia is unable to deal with their circumstances in an appropriate and compassionate way and timeframe.",NA,"303",NA
"The success of the illegal transportation of people to Australia is providing an incentive to non-refugee aspirants.",NA,"605.1",NA
"In turn, this is creating a financial incentive to crews who transport them, placing all in harm’s way unduly.",NA,"605.1",NA
